#scalar perturbations for mode k = 5.000000000000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_idr             17:theta_idr             18:shear_idr             19:delta_cdm             20:theta_cdm          
       9.533387607178e+03       3.890618349025e-01      -1.961687931772e+00      -5.188939737312e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.997185509384e+02       3.986663746728e-02       4.856935669219e-01       4.856935675984e-01      -1.942750805512e+00      -3.405250429619e-07       0.000000000000e+00      -1.968576196028e+00      -3.193447073620e-06       6.827740391162e-04      -1.998693640412e+02       3.987246306814e-02 
       9.546621814913e+03       3.901716683553e-01      -1.961221132451e+00      -5.163242097213e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.002467518519e+02       3.991368147331e-02       4.855981708021e-01       4.855981716997e-01      -1.942369348760e+00      -3.389911230195e-07       0.000000000000e+00      -1.968880210405e+00      -5.620698693622e-06       9.110688256800e-04      -2.003976419814e+02       3.991949640818e-02 
       9.559856022649e+03       3.912836615091e-01      -1.960752250173e+00      -5.137715958475e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.007755768200e+02       3.996066253691e-02       4.855021479457e-01       4.855021490442e-01      -1.941985384127e+00      -3.374649533497e-07       0.000000000000e+00      -1.969142759669e+00      -8.175766940885e-06       1.121419815083e-03      -2.009265438350e+02       3.996646680773e-02 
       9.573090230385e+03       3.923978209707e-01      -1.960281262097e+00      -5.112360045301e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.013050250234e+02       4.000758045651e-02       4.854054933348e-01       4.854054946135e-01      -1.941598891547e+00      -3.359464694694e-07       0.000000000000e+00      -1.969361693378e+00      -1.084901119480e-05       1.312823482080e-03      -2.014560687828e+02       4.001337406541e-02 
       9.586324438121e+03       3.935141534292e-01      -1.959808157916e+00      -5.087172968744e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.018350956276e+02       4.005443462664e-02       4.853082051279e-01       4.853082065655e-01      -1.941209863661e+00      -3.344356098861e-07       0.000000000000e+00      -1.969535018510e+00      -1.363070858449e-05       1.484363946756e-03      -2.019862159903e+02       4.006021757593e-02 
       9.599558645856e+03       3.946326656028e-01      -1.959332918901e+00      -5.062153427889e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.023657877990e+02       4.010122470855e-02       4.852102793403e-01       4.852102809150e-01      -1.940818284533e+00      -3.329323114837e-07       0.000000000000e+00      -1.969660929047e+00      -1.651042693965e-05       1.635216457861e-03      -2.025169846239e+02       4.010699700075e-02 
       9.612792853592e+03       3.957533642661e-01      -1.958855527745e+00      -5.037300120241e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.028971006974e+02       4.014795031504e-02       4.851117123420e-01       4.851117140318e-01      -1.940424139652e+00      -3.314365117218e-07       0.000000000000e+00      -1.969737804185e+00      -1.947738242530e-05       1.764650719345e-03      -2.030483738435e+02       4.015371195284e-02 
       9.635450491960e+03       3.976771532942e-01      -1.958033173220e+00      -4.995132127442e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.038081740978e+02       4.022779582149e-02       4.849414639733e-01       4.849414658081e-01      -1.939743354853e+00      -3.288928586212e-07       0.000000000000e+00      -1.969751564927e+00      -2.472765398332e-05       1.934755233728e-03      -2.039595775824e+02       4.023353922517e-02 
       9.658108130329e+03       3.996074058616e-01      -1.957204387103e+00      -4.953441072729e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.047210601463e+02       4.030744876562e-02       4.847693107977e-01       4.847693127116e-01      -1.939054948208e+00      -3.263706964199e-07       0.000000000000e+00      -1.969611682758e+00      -3.014348980652e-05       2.037772509600e-03      -2.048725935564e+02       4.031317394449e-02 
       9.680765768698e+03       4.015441570391e-01      -1.956369084725e+00      -4.912220587593e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.056357545097e+02       4.038690707424e-02       4.845952350442e-01       4.845952369716e-01      -1.938358848671e+00      -3.238697200772e-07       0.000000000000e+00      -1.969314124585e+00      -3.566529842584e-05       2.072082702333e-03      -2.057874174324e+02       4.039261403847e-02 
       9.703423407066e+03       4.034874423784e-01      -1.955527188749e+00      -4.871464326275e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.065522527992e+02       4.046616841209e-02       4.844192207564e-01       4.844192226329e-01      -1.937654992456e+00      -3.213896307072e-07       0.000000000000e+00      -1.968856665193e+00      -4.123263504716e-05       2.036955461937e-03      -2.067040448220e+02       4.047185717269e-02 
       9.726081045435e+03       4.054372978869e-01      -1.954678617418e+00      -4.831166079987e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.074705505786e+02       4.054523055980e-02       4.842412508104e-01       4.842412525736e-01      -1.936943311111e+00      -3.189301337123e-07       0.000000000000e+00      -1.968238918549e+00      -4.678458524059e-05       1.932550710841e-03      -2.076224712892e+02       4.055090112858e-02 
       9.748738683803e+03       4.073937600307e-01      -1.953823284436e+00      -4.791319754074e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.083906433653e+02       4.062409141863e-02       4.840613068872e-01       4.840613084775e-01      -1.936223731404e+00      -3.164909393311e-07       0.000000000000e+00      -1.967462339455e+00      -5.226051970332e-05       1.759909760146e-03      -2.085426923516e+02       4.062974380821e-02 
       9.771396322172e+03       4.093568657755e-01      -1.952961110877e+00      -4.751919257182e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.093125266211e+02       4.070274862498e-02       4.838793724944e-01       4.838793738556e-01      -1.935496187415e+00      -3.140717657474e-07       0.000000000000e+00      -1.966530188072e+00      -5.760123183635e-05       1.520935097085e-03      -2.094647034714e+02       4.070838284874e-02 
       9.798787437746e+03       4.117390139976e-01      -1.951909567391e+00      -4.704874227705e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.104293874192e+02       4.079756316143e-02       4.836567472354e-01       4.836567482505e-01      -1.934605917260e+00      -3.111735336556e-07       0.000000000000e+00      -1.965202883536e+00      -6.379536664027e-05       1.147426639575e-03      -2.105817182966e+02       4.080317544322e-02 
       9.826178553321e+03       4.141309935005e-01      -1.950847759201e+00      -4.658461690260e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.115488500230e+02       4.089207270158e-02       4.834311562979e-01       4.834311568990e-01      -1.933703781037e+00      -3.083036857685e-07       0.000000000000e+00      -1.963667832535e+00      -6.961192845632e-05       6.873630243688e-04      -2.117013343269e+02       4.089766306330e-02 
       9.848873765622e+03       4.161203908342e-01      -1.949960103913e+00      -4.620477922768e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.124783581965e+02       4.097014570986e-02       4.832419710912e-01       4.832419713045e-01      -1.932947226255e+00      -3.059470166863e-07       0.000000000000e+00      -1.962249599934e+00      -7.408148499920e-05       2.462060843268e-04      -2.126309691688e+02       4.097571792695e-02 
       9.871568977924e+03       4.181166235911e-01      -1.949065217446e+00      -4.582915651828e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.134096420489e+02       4.104800416305e-02       4.830507106221e-01       4.830507104130e-01      -1.932182368237e+00      -3.036092693018e-07       0.000000000000e+00      -1.960709854894e+00      -7.818464016145e-05      -2.437476915328e-04      -2.135623792782e+02       4.105355825207e-02 
       9.894264190226e+03       4.201197316308e-01      -1.948163018102e+00      -4.545769245530e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.143426967360e+02       4.112564561313e-02       4.828573574857e-01       4.828573568257e-01      -1.931409137417e+00      -3.012902015861e-07       0.000000000000e+00      -1.959060388388e+00      -8.188016542310e-05      -7.766955578512e-04      -2.144955598109e+02       4.113118159130e-02 
       9.916959402528e+03       4.221297553134e-01      -1.947253417595e+00      -4.509033194711e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.152775173642e+02       4.120306779901e-02       4.826618925674e-01       4.826618914343e-01      -1.930627457389e+00      -2.989895786648e-07       0.000000000000e+00      -1.957314172114e+00      -8.513183390298e-05      -1.346330625355e-03      -2.154305058739e+02       4.120858568417e-02 
       9.939654614829e+03       4.241467355433e-01      -1.946336332607e+00      -4.472702024957e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.162140989826e+02       4.128026826909e-02       4.824642979747e-01       4.824642963524e-01      -1.929837256637e+00      -2.967071752319e-07       0.000000000000e+00      -1.955485184129e+00      -8.790921610466e-05      -1.945925708006e-03      -2.163672125168e+02       4.128576807972e-02 
       9.962349827131e+03       4.261707137687e-01      -1.945411681711e+00      -4.436770336007e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.171524365835e+02       4.135724448105e-02       4.822645562535e-01       4.822645541326e-01      -1.929038465398e+00      -2.944427748702e-07       0.000000000000e+00      -1.953588232388e+00      -9.018792236462e-05      -2.568423501409e-03      -2.173056747321e+02       4.136272623620e-02 
       9.985045039433e+03       4.282017319559e-01      -1.944479376411e+00      -4.401232864722e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.180925251086e+02       4.143399409505e-02       4.820626481223e-01       4.820626454995e-01      -1.928231006596e+00      -2.921961682334e-07       0.000000000000e+00      -1.951638778269e+00      -9.194957450710e-05      -3.206529227184e-03      -2.182458874622e+02       4.143945781436e-02 
       1.001180305130e+04       4.306054353903e-01      -1.943370225803e+00      -4.359832912568e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.192031464261e+02       4.152418863405e-02       4.818217873477e-01       4.818217841376e-01      -1.927267765920e+00      -2.895699683925e-07       0.000000000000e+00      -1.949294578935e+00      -9.334669217358e-05      -3.968786166039e-03      -2.193566546937e+02       4.152963111480e-02 
       1.003856106316e+04       4.330190547626e-01      -1.942250179054e+00      -4.318965268264e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.203161860639e+02       4.161406055832e-02       4.815778595841e-01       4.815778558007e-01      -1.926292254765e+00      -2.869679114892e-07       0.000000000000e+00      -1.946926044137e+00      -9.400122942671e-05      -4.730135201237e-03      -2.204698396777e+02       4.161948182949e-02 
       1.006531907502e+04       4.354426618568e-01      -1.941119095956e+00      -4.278621677879e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.214316354262e+02       4.170360571795e-02       4.813308342588e-01       4.813308299256e-01      -1.925304350917e+00      -2.843896984434e-07       0.000000000000e+00      -1.944559740976e+00      -9.391810022576e-05      -5.478437428212e-03      -2.215854338190e+02       4.170900580934e-02 
       1.009207708689e+04       4.378763295591e-01      -1.939976834620e+00      -4.238794028243e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.225494858068e+02       4.179281996090e-02       4.810806803058e-01       4.810806754547e-01      -1.924303930186e+00      -2.818350441150e-07       0.000000000000e+00      -1.942221839559e+00      -9.311463384917e-05      -6.201890090165e-03      -2.227034284123e+02       4.179819890313e-02 
       1.011883509875e+04       4.403201318758e-01      -1.938823251920e+00      -4.199474356328e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.236697283894e+02       4.188169911823e-02       4.808273662794e-01       4.808273609503e-01      -1.923290866854e+00      -2.793036764301e-07       0.000000000000e+00      -1.939937675992e+00      -9.162018876972e-05      -6.889230626780e-03      -2.238238146420e+02       4.188705694272e-02 
       1.014101802590e+04       4.423538301101e-01      -1.937858224212e+00      -4.167257083500e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.246002391619e+02       4.195512461975e-02       4.806149458135e-01       4.806149401233e-01      -1.922441343102e+00      -2.772225908207e-07       0.000000000000e+00      -1.938102062244e+00      -8.988630459604e-05      -7.424117262341e-03      -2.247544440728e+02       4.196046496157e-02 
       1.016320095305e+04       4.443945886708e-01      -1.936885240477e+00      -4.135379130514e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.255323827471e+02       4.202831432435e-02       4.804003150748e-01       4.804003090591e-01      -1.921582976750e+00      -2.751571895679e-07       0.000000000000e+00      -1.936332831540e+00      -8.773443508716e-05      -7.921400067543e-03      -2.256867059287e+02       4.203363720601e-02 
       1.018538388020e+04       4.464424515176e-01      -1.935904215169e+00      -4.103836194869e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.264661539455e+02       4.210126589695e-02       4.801834550351e-01       4.801834487323e-01      -1.920715691716e+00      -2.731073345738e-07       0.000000000000e+00      -1.934641940179e+00      -8.519798742463e-05      -8.376040437827e-03      -2.266205950108e+02       4.210657134140e-02 
       1.020756680735e+04       4.484974631890e-01      -1.934915067112e+00      -4.072624008380e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.274015475002e+02       4.217397683019e-02       4.799643477412e-01       4.799643411923e-01      -1.919839416217e+00      -2.710728929309e-07       0.000000000000e+00      -1.933040285042e+00      -8.231476579990e-05      -8.783550637689e-03      -2.275561060625e+02       4.217926486073e-02 
       1.022974973450e+04       4.505596688068e-01      -1.933917717949e+00      -4.041738344174e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.283385580961e+02       4.224644449421e-02       4.797429759258e-01       4.797429691733e-01      -1.918954081207e+00      -2.690537360406e-07       0.000000000000e+00      -1.931537584645e+00      -7.912644619378e-05      -9.140044096006e-03      -2.284932337695e+02       4.225171513452e-02 
       1.025193266165e+04       4.526291140319e-01      -1.932912080967e+00      -4.011175084882e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.292771803689e+02       4.231866650830e-02       4.795193201777e-01       4.795193132656e-01      -1.918059609067e+00      -2.670497370946e-07       0.000000000000e+00      -1.930142287555e+00      -7.567768429315e-05      -9.442277237265e-03      -2.294319727679e+02       4.232391978243e-02 
       1.027411558880e+04       4.547058451339e-01      -1.931898075256e+00      -3.980930131701e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.302174088940e+02       4.239064027052e-02       4.792933625267e-01       4.792933554996e-01      -1.917155927934e+00      -2.650607731705e-07       0.000000000000e+00      -1.928861470784e+00      -7.201603410951e-05      -9.687683286516e-03      -2.303723176336e+02       4.239587620287e-02 
       1.030129685208e+04       4.572605147711e-01      -1.930644061742e+00      -3.944298332795e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.313716749355e+02       4.247848910376e-02       4.790133265238e-01       4.790133194168e-01      -1.916035965216e+00      -2.626439704334e-07       0.000000000000e+00      -1.927456280468e+00      -6.731203397617e-05      -9.908234157404e-03      -2.315267257059e+02       4.248370382056e-02 
       1.032847811535e+04       4.598262813654e-01      -1.929377207167e+00      -3.908131094174e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.325283342001e+02       4.256595654720e-02       4.787297727500e-01       4.787297656295e-01      -1.914901929398e+00      -2.602493412093e-07       0.000000000000e+00      -1.926238665283e+00      -6.245730358220e-05      -1.003875438978e-02      -2.326835264253e+02       4.257115008618e-02 
       1.035565937863e+04       4.624032337004e-01      -1.928097356797e+00      -3.872421237068e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.336873763603e+02       4.265303783152e-02       4.784426664884e-01       4.784426594188e-01      -1.913753681633e+00      -2.578766689493e-07       0.000000000000e+00      -1.925212487460e+00      -5.754782176406e-05      -1.007893082856e-02      -2.338427094650e+02       4.265821023096e-02 
       1.038284064191e+04       4.649914619614e-01      -1.926804357719e+00      -3.837161693901e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.348487909561e+02       4.273972806032e-02       4.781519734235e-01       4.781519664663e-01      -1.912591084678e+00      -2.555257390124e-07       0.000000000000e+00      -1.924378122987e+00      -5.267968663587e-05      -1.003007990179e-02      -2.350042643663e+02       4.274487935907e-02 
       1.041002190519e+04       4.675910577487e-01      -1.925498056856e+00      -3.802345507085e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.360125673947e+02       4.282602227590e-02       4.778576591392e-01       4.778576523517e-01      -1.911414000883e+00      -2.531963371258e-07       0.000000000000e+00      -1.923732492344e+00      -4.794736166175e-05      -9.895107809399e-03      -2.361681805373e+02       4.283115251329e-02 
       1.043720316846e+04       4.702021140917e-01      -1.924178299382e+00      -3.767965835920e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.371786949493e+02       4.291191551187e-02       4.775596887191e-01       4.775596821538e-01      -1.910222290592e+00      -2.508882481211e-07       0.000000000000e+00      -1.923269149945e+00      -4.344198677936e-05      -9.678443353867e-03      -2.373344472525e+02       4.291702472775e-02 
       1.045975928971e+04       4.723776440860e-01      -1.923072781724e+00      -3.739762789348e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.381481724549e+02       4.298288522850e-02       4.773096194293e-01       4.773096130840e-01      -1.909222154180e+00      -2.489889278784e-07       0.000000000000e+00      -1.923016218936e+00      -3.993749677940e-05      -9.440777887672e-03      -2.383040398057e+02       4.298797703045e-02 
       1.048231541096e+04       4.745611860196e-01      -1.921957798264e+00      -3.711851940653e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.391192552710e+02       4.305357257358e-02       4.770569872837e-01       4.770569811871e-01      -1.908211765008e+00      -2.471040095667e-07       0.000000000000e+00      -1.922875108112e+00      -3.669480134396e-05      -9.154904123573e-03      -2.392752372770e+02       4.305864698962e-02 
       1.050487153221e+04       4.767527953964e-01      -1.920833263958e+00      -3.684229517548e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.400919370519e+02       4.312397448730e-02       4.768017731086e-01       4.768017672853e-01      -1.907191046382e+00      -2.452333674324e-07       0.000000000000e+00      -1.922837371869e+00      -3.375659949353e-05      -8.825424241981e-03      -2.402480333213e+02       4.312903154568e-02 
       1.052742765346e+04       4.789525283990e-01      -1.919699085951e+00      -3.656891846768e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.410662113914e+02       4.319408813988e-02       4.765439557300e-01       4.765439502006e-01      -1.906159913606e+00      -2.433768728008e-07       0.000000000000e+00      -1.922893349804e+00      -3.116132934685e-05      -8.457445583721e-03      -2.412224215328e+02       4.319912786910e-02 
       1.054998377471e+04       4.811604419492e-01      -1.918555173079e+00      -3.629835292659e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.420420718161e+02       4.326391061251e-02       4.762835143755e-01       4.762835091565e-01      -1.905118283590e+00      -2.415343955883e-07       0.000000000000e+00      -1.923032285991e+00      -2.894305769188e-05      -8.056512800259e-03      -2.421983954391e+02       4.326893304127e-02 
       1.057253989596e+04       4.833765937420e-01      -1.917401439162e+00      -3.603056228416e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.430195117819e+02       4.333343878521e-02       4.760204295069e-01       4.760204246103e-01      -1.904066078181e+00      -2.397058047054e-07       0.000000000000e+00      -1.923242464951e+00      -2.713122247379e-05      -7.628535117078e-03      -2.431759484966e+02       4.333844394245e-02 
       1.059509601721e+04       4.856010421759e-01      -1.916237789973e+00      -3.576551119717e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.439985246832e+02       4.340266977651e-02       4.757546795271e-01       4.757546749608e-01      -1.903003210991e+00      -2.378909658082e-07       0.000000000000e+00      -1.923511375114e+00      -2.574988550564e-05      -7.179709766078e-03      -2.441550741003e+02       4.340765769136e-02 
       1.062216312082e+04       4.882813912344e-01      -1.914828207721e+00      -3.545101953009e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.451753965082e+02       4.348534967718e-02       4.754322353085e-01       4.754322311425e-01      -1.901713591625e+00      -2.357311398513e-07       0.000000000000e+00      -1.923893022723e+00      -2.468668464103e-05      -6.622634996895e-03      -2.453320806542e+02       4.349031694007e-02 
       1.064923022443e+04       4.909738762383e-01      -1.913404061533e+00      -3.514036235101e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.463545120370e+02       4.356759193147e-02       4.751058879643e-01       4.751058841965e-01      -1.900408357830e+00      -2.335906831852e-07       0.000000000000e+00      -1.924316633917e+00      -2.429229148582e-05      -6.056069383276e-03      -2.465113303534e+02       4.357253858496e-02 
       1.067629732804e+04       4.936786025360e-01      -1.911965193177e+00      -3.483348072507e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.475358594612e+02       4.364939121605e-02       4.747756011964e-01       4.747755978172e-01      -1.899087364414e+00      -2.314693538855e-07       0.000000000000e+00      -1.924757995119e+00      -2.457698762933e-05      -5.491373510918e-03      -2.476928113907e+02       4.365431730298e-02 
       1.070336443165e+04       4.963956771147e-01      -1.910511442438e+00      -3.453031674892e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.487194268291e+02       4.373074220527e-02       4.744413381560e-01       4.744413351494e-01      -1.897750463986e+00      -2.293669063222e-07       0.000000000000e+00      -1.925192736397e+00      -2.553926767858e-05      -4.939766820253e-03      -2.488765118157e+02       4.373564776877e-02 
       1.073043153527e+04       4.991252086365e-01      -1.909042648565e+00      -3.423081336676e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.499052020448e+02       4.381163952202e-02       4.741030618107e-01       4.741030591545e-01      -1.896397508420e+00      -2.272830918401e-07       0.000000000000e+00      -1.925596753465e+00      -2.716606402130e-05      -4.412129078756e-03      -2.500624195335e+02       4.381652460548e-02 
       1.075749863888e+04       5.018673074860e-01      -1.907558653101e+00      -3.393491414247e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.510931728638e+02       4.389207764106e-02       4.737607356593e-01       4.737607333258e-01      -1.895028351716e+00      -2.252176597578e-07       0.000000000000e+00      -1.925946614293e+00      -2.943321418867e-05      -3.918811135988e-03      -2.512505223008e+02       4.389694228813e-02 
       1.078456574249e+04       5.046220857751e-01      -1.906059296324e+00      -3.364256359446e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.522833268929e+02       4.397205100926e-02       4.734143228340e-01       4.734143207906e-01      -1.893642846415e+00      -2.231703573816e-07       0.000000000000e+00      -1.926219954379e+00      -3.230590354521e-05      -3.469457240503e-03      -2.524408077258e+02       4.397689526382e-02 
       1.081163284610e+04       5.073896573644e-01      -1.904544416451e+00      -3.335370715542e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.534756515898e+02       4.405155407270e-02       4.730637858997e-01       4.730637841096e-01      -1.892240842786e+00      -2.211409306022e-07       0.000000000000e+00      -1.926395848462e+00      -3.573938488728e-05      -3.072841108109e-03      -2.536332632672e+02       4.405637797882e-02 
       1.083970069662e+04       5.102731890593e-01      -1.902956957751e+00      -3.305780372137e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.547143388465e+02       4.413349392841e-02       4.726958924332e-01       4.726958908633e-01      -1.890769416376e+00      -2.190550770637e-07       0.000000000000e+00      -1.926454881335e+00      -3.983453792210e-05      -2.725541317865e-03      -2.548720856250e+02       4.413829678053e-02 
       1.086776854714e+04       5.131707329320e-01      -1.901352449741e+00      -3.276554076927e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.559553322761e+02       4.421491575120e-02       4.723234814144e-01       4.723234800187e-01      -1.889279917758e+00      -2.169878881506e-07       0.000000000000e+00      -1.926369585591e+00      -4.440602542037e-05      -2.450630367244e-03      -2.561132135654e+02       4.421969759714e-02 
       1.089583639765e+04       5.160824221517e-01      -1.899730711763e+00      -3.247686014708e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.571986173749e+02       4.429581311346e-02       4.719465108814e-01       4.719465096122e-01      -1.887772179110e+00      -2.149390821160e-07       0.000000000000e+00      -1.926123714118e+00      -4.937733577250e-05      -2.254006506440e-03      -2.573566325860e+02       4.430057400124e-02 
       1.092390424817e+04       5.190083920559e-01      -1.898091561724e+00      -3.219170462733e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.584441794591e+02       4.437617955293e-02       4.715649384605e-01       4.715649372690e-01      -1.886246030964e+00      -2.129083794822e-07       0.000000000000e+00      -1.925704004980e+00      -5.466577039689e-05      -2.140024414786e-03      -2.586023280046e+02       4.438091953072e-02 
       1.095197209869e+04       5.219487801867e-01      -1.896434815967e+00      -3.191001802717e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.596920036641e+02       4.445600857711e-02       4.711787213327e-01       4.711787201703e-01      -1.884701302074e+00      -2.108955040048e-07       0.000000000000e+00      -1.925100382074e+00      -6.018408936357e-05      -2.111429867140e-03      -2.598502849577e+02       4.446072769325e-02 
       1.098003994921e+04       5.249037263267e-01      -1.894760289293e+00      -3.163174507929e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.609420749437e+02       4.453529366228e-02       4.707878162417e-01       4.707878150608e-01      -1.883137819448e+00      -2.089001836028e-07       0.000000000000e+00      -1.924306094183e+00      -6.584222532077e-05      -2.169325596832e-03      -2.611004884006e+02       4.453999196524e-02 
       1.100276383626e+04       5.273068286798e-01      -1.893391430016e+00      -3.140891705583e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.619557751830e+02       4.459908035784e-02       4.704678732563e-01       4.704678720269e-01      -1.881858157666e+00      -2.072974374934e-07       0.000000000000e+00      -1.923520958818e+00      -7.046296076618e-05      -2.279234214783e-03      -2.621142952125e+02       4.460376184593e-02 
       1.102548772330e+04       5.297196428580e-01      -1.892010698810e+00      -3.118826229942e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.629709301403e+02       4.466250256199e-02       4.701448067228e-01       4.701448054163e-01      -1.880566000502e+00      -2.057058848121e-07       0.000000000000e+00      -1.922608441823e+00      -7.506762568200e-05      -2.444442257662e-03      -2.631295563606e+02       4.466716726712e-02 
       1.104821161035e+04       5.321422463755e-01      -1.890617995384e+00      -3.096975283931e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -2.639875315637e+02       4.472555675975e-02       4.698185931108e-01       4.698185917003e-01      -1.879261253856e+00      -2.041253895219e-07       0.000000000000e+00      -1.921569840576e+00      -7.960898046085e-05      -2.663211651279e-03      -2.641462635939e+02       4.473020471387e-02 
