# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  569       4.601725077825e-10       1.762913308983e-12      -3.205623848740e-12       1.084737095703e-14       4.023534101660e-14       5.099206168522e-16       1.725133975824e-17 
  570       4.598965489176e-10       1.774334473471e-12      -3.006720892826e-12       1.087088681988e-14       3.997966639666e-14       5.266435442190e-16       7.335970425550e-18 
  571       4.595885153698e-10       1.786510896603e-12      -2.808830606113e-12       1.089423306401e-14       3.972604347715e-14       5.438894640967e-16      -2.506304018387e-18 
  572       4.592485615990e-10       1.799443019483e-12      -2.612070626714e-12       1.091740669821e-14       3.947444792788e-14       5.616488656323e-16      -1.227449679449e-17 
  573       4.588768470974e-10       1.813131210033e-12      -2.416560020214e-12       1.094040470798e-14       3.922485467478e-14       5.799120553535e-16      -2.196762051180e-17 
  574       4.584735364146e-10       1.827575762554e-12      -2.222419285501e-12       1.096322405544e-14       3.897723789599e-14       5.986691563065e-16      -3.158468718770e-17 
  575       4.580387991831e-10       1.842776897301e-12      -2.029770360599e-12       1.098586167922e-14       3.873157101782e-14       6.179101071917e-16      -4.112470826820e-17 
  576       4.575728101436e-10       1.858734760043e-12      -1.838736628501e-12       1.100831449444e-14       3.848782671078e-14       6.376246615010e-16      -5.058669464817e-17 
  577       4.570757491707e-10       1.875449421633e-12      -1.649442923002e-12       1.103057939260e-14       3.824597688563e-14       6.578023866543e-16      -5.996965669160e-17 
  578       4.565478012979e-10       1.892920877577e-12      -1.462015534532e-12       1.105265324147e-14       3.800599268936e-14       6.784326631363e-16      -6.927260425185e-17 
  579       4.559891567435e-10       1.911149047599e-12      -1.276582215984e-12       1.107453288506e-14       3.776784450124e-14       6.995046836330e-16      -7.849454669192e-17 
  580       4.554000109356e-10       1.930133775208e-12      -1.093272188553e-12       1.109621514351e-14       3.753150192881e-14       7.210074521685e-16      -8.763449290467e-17 
  581       4.547805645379e-10       1.949874827268e-12      -9.122161475629e-13       1.111769681302e-14       3.729693380391e-14       7.429297832418e-16      -9.669145133308e-17 
  582       4.541310234748e-10       1.970371893561e-12      -7.335462683025e-13       1.113897466576e-14       3.706410817873e-14       7.652603009633e-16      -1.056644299905e-16 
  583       4.534516322373e-10       1.991623347517e-12      -5.573825416892e-13       1.116004594171e-14       3.683299712292e-14       7.879880714056e-16      -1.145526466090e-16 
  584       4.527427746623e-10       2.013622495260e-12      -3.837913944312e-13       1.118090983779e-14       3.660359125485e-14       8.111045187602e-16      -1.233561648096e-16 
  585       4.520048757213e-10       2.036361231998e-12      -2.128260466518e-13       1.120156605576e-14       3.637588556554e-14       8.346015553439e-16      -1.320752738648e-16 
  586       4.512383685047e-10       2.059831271522e-12      -4.454008951963e-14       1.122201431378e-14       3.614987464806e-14       8.584709520789e-16      -1.407102801024e-16 
  587       4.504436942590e-10       2.084024145335e-12       1.210125137364e-13       1.124225434651e-14       3.592555269525e-14       8.827043378520e-16      -1.492615070000e-16 
  588       4.496213024240e-10       2.108931201780e-12       2.837774268131e-13       1.126228590517e-14       3.570291349742e-14       9.072931988748e-16      -1.577292952794e-16 
  589       4.487716506700e-10       2.134543605175e-12       4.436999393182e-13       1.128210875770e-14       3.548195044009e-14       9.322288780437e-16      -1.661140030007e-16 
  590       4.478952049348e-10       2.160852334939e-12       6.007249657564e-13       1.130172268877e-14       3.526265650167e-14       9.575025742994e-16      -1.744160056569e-16 
  591       4.469924394611e-10       2.187848184728e-12       7.547970445147e-13       1.132112749995e-14       3.504502425118e-14       9.831053419870e-16      -1.826356962678e-16 
  592       4.460638368334e-10       2.215521761560e-12       9.058603368479e-13       1.134032300974e-14       3.482904584596e-14       1.009028090216e-15      -1.907734854748e-16 
  593       4.451098880153e-10       2.243863484948e-12       1.053858625865e-12       1.135930905371e-14       3.461471302941e-14       1.035261582220e-15      -1.988298016350e-16 
  594       4.441310923865e-10       2.272863586033e-12       1.198735315513e-12       1.137808548456e-14       3.440201712864e-14       1.061796434716e-15      -2.068050909152e-16 
  595       4.431279577801e-10       2.302512106712e-12       1.340433429564e-12       1.139665217224e-14       3.419094905224e-14       1.088623117266e-15      -2.146998173867e-16 
  596       4.421010005198e-10       2.332798898767e-12       1.478895610602e-12       1.141500900404e-14       3.398149928797e-14       1.115731951635e-15      -2.225144631195e-16 
  597       4.410507454568e-10       2.363713622999e-12       1.614064119005e-12       1.143315588464e-14       3.377365790044e-14       1.143113111152e-15      -2.302495282764e-16 
  598       4.399777260073e-10       2.395245748358e-12       1.745880831934e-12       1.145109273626e-14       3.356741452889e-14       1.170756620069e-15      -2.379055312074e-16 
  599       4.388824841892e-10       2.427384551072e-12       1.874287242315e-12       1.146881949874e-14       3.336275838482e-14       1.198652352922e-15      -2.454830085441e-16 
  600       4.377655706598e-10       2.460119113779e-12       1.999224457830e-12       1.148633612961e-14       3.315967824976e-14       1.226790033889e-15      -2.529825152939e-16 
  601       4.366275447523e-10       2.493438324656e-12       2.120633199897e-12       1.150364260419e-14       3.295816247297e-14       1.255159236153e-15      -2.604046249346e-16 
  602       4.354689745137e-10       2.527330876551e-12       2.238453802658e-12       1.152073891571e-14       3.275819896914e-14       1.283749381259e-15      -2.677499295083e-16 
  603       4.342904367412e-10       2.561785266115e-12       2.352626211966e-12       1.153762507536e-14       3.255977521608e-14       1.312549738474e-15      -2.750190397159e-16 
  604       4.330925170200e-10       2.596789792929e-12       2.463089984368e-12       1.155430111243e-14       3.236287825248e-14       1.341549424150e-15      -2.822125850114e-16 
  605       4.318758097601e-10       2.632332558638e-12       2.569784286093e-12       1.157076707437e-14       3.216749467560e-14       1.370737401079e-15      -2.893312136963e-16 
  606       4.306409182333e-10       2.668401466078e-12       2.672647892035e-12       1.158702302688e-14       3.197361063895e-14       1.400102477858e-15      -2.963755930138e-16 
  607       4.293884546108e-10       2.704984218413e-12       2.771619184740e-12       1.160306905403e-14       3.178121185005e-14       1.429633308245e-15      -3.033464092432e-16 
  608       4.281190400001e-10       2.742068318256e-12       2.866636153393e-12       1.161890525833e-14       3.159028356812e-14       1.459318390519e-15      -3.102443677941e-16 
  609       4.268333044820e-10       2.779641066809e-12       2.957636392802e-12       1.163453176085e-14       3.140081060177e-14       1.489146066845e-15      -3.170701933007e-16 
  610       4.255318871480e-10       2.817689562989e-12       3.044557102382e-12       1.164994870129e-14       3.121277730675e-14       1.519104522626e-15      -3.238246297164e-16 
  611       4.242154361375e-10       2.856200702557e-12       3.127335085144e-12       1.166515623805e-14       3.102616758362e-14       1.549181785868e-15      -3.305084404078e-16 
  612       4.228846086747e-10       2.895161177254e-12       3.205906746678e-12       1.168015454839e-14       3.084096487551e-14       1.579365726541e-15      -3.371224082491e-16 
  613       4.215400711057e-10       2.934557473927e-12       3.280208094141e-12       1.169494382847e-14       3.065715216579e-14       1.609644055933e-15      -3.436673357163e-16 
  614       4.201824989362e-10       2.974375873659e-12       3.350174735241e-12       1.170952429345e-14       3.047471197579e-14       1.640004326017e-15      -3.501440449819e-16 
  615       4.188125768680e-10       3.014602450907e-12       3.415741877220e-12       1.172389617760e-14       3.029362636252e-14       1.670433928805e-15      -3.565533780087e-16 
  616       4.174309988365e-10       3.055223072621e-12       3.476844325847e-12       1.173805973439e-14       3.011387691637e-14       1.700920095711e-15      -3.628961966446e-16 
  617       4.160384680477e-10       3.096223397387e-12       3.533416484396e-12       1.175201523657e-14       2.993544475884e-14       1.731449896910e-15      -3.691733827164e-16 
  618       4.146356970156e-10       3.137588874546e-12       3.585392352635e-12       1.176576297627e-14       2.975831054022e-14       1.762010240698e-15      -3.753858381247e-16 
  619       4.132234075990e-10       3.179304743334e-12       3.632705525811e-12       1.177930326510e-14       2.958245443735e-14       1.792587872853e-15      -3.815344849376e-16 
  620       4.118023310389e-10       3.221356032008e-12       3.675289193637e-12       1.179263643422e-14       2.940785615126e-14       1.823169375991e-15      -3.876202654856e-16 
  621       4.103732079956e-10       3.263727556976e-12       3.713076139276e-12       1.180576283449e-14       2.923449490496e-14       1.853741168932e-15      -3.936441424554e-16 
  622       4.089367446796e-10       3.306404268639e-12       3.746011693234e-12       1.181868310397e-14       2.906235245560e-14       1.884291596407e-15      -3.996067671136e-16 
  623       4.074934800409e-10       3.349372299560e-12       3.774092930312e-12       1.183139897747e-14       2.889142221336e-14       1.914817253246e-15      -4.055074752517e-16 
  624       4.060439155420e-10       3.392617939128e-12       3.797330388859e-12       1.184391249618e-14       2.872170033167e-14       1.945316807073e-15      -4.113452679068e-16 
  625       4.045885588060e-10       3.436127288315e-12       3.815735201965e-12       1.185622574207e-14       2.855318271070e-14       1.975788921374e-15      -4.171191410953e-16 
  626       4.031279236402e-10       3.479886258909e-12       3.829319100465e-12       1.186834083810e-14       2.838586499598e-14       2.006232255499e-15      -4.228280858045e-16 
  627       4.016625300596e-10       3.523880572758e-12       3.838094415931e-12       1.188025994835e-14       2.821974257704e-14       2.036645464675e-15      -4.284710879836e-16 
  628       4.001929043102e-10       3.568095761001e-12       3.842074083675e-12       1.189198527825e-14       2.805481058608e-14       2.067027200007e-15      -4.340471285359e-16 
  629       3.987195788933e-10       3.612517163312e-12       3.841271645742e-12       1.190351907471e-14       2.789106389661e-14       2.097376108492e-15      -4.395551833099e-16 
  630       3.972430925881e-10       3.657129927135e-12       3.835701253909e-12       1.191486362630e-14       2.772849712208e-14       2.127690833020e-15      -4.449942230910e-16 
  631       3.957639904759e-10       3.701919006924e-12       3.825377672683e-12       1.192602126346e-14       2.756710461451e-14       2.157970012386e-15      -4.503632135932e-16 
  632       3.942828239634e-10       3.746869163377e-12       3.810316282295e-12       1.193699435864e-14       2.740688046318e-14       2.188212281293e-15      -4.556611154502e-16 
  633       3.928001508065e-10       3.791964962678e-12       3.790533081703e-12       1.194778532649e-14       2.724781849325e-14       2.218416270364e-15      -4.608868842074e-16 
  634       3.913165351336e-10       3.837190775735e-12       3.766044691586e-12       1.195839662405e-14       2.708991226438e-14       2.248580606143e-15      -4.660394703132e-16 
  635       3.898325474690e-10       3.882530777414e-12       3.736868357341e-12       1.196883075090e-14       2.693315506943e-14       2.278703911109e-15      -4.711178191106e-16 
  636       3.883487647571e-10       3.927968945780e-12       3.703021952080e-12       1.197909024935e-14       2.677753993304e-14       2.308784803679e-15      -4.761208708288e-16 
  637       3.868657703852e-10       3.973489061337e-12       3.664523979630e-12       1.198917770461e-14       2.662305961035e-14       2.338821898215e-15      -4.810475605745e-16 
  638       3.853841542075e-10       4.019074706261e-12       3.621393577530e-12       1.199909574499e-14       2.646970658555e-14       2.368813805034e-15      -4.858968183238e-16 
  639       3.839045125687e-10       4.064709263640e-12       3.573650520025e-12       1.200884704203e-14       2.631747307061e-14       2.398759130411e-15      -4.906675689135e-16 
  640       3.824274483272e-10       4.110375916716e-12       3.521315221067e-12       1.201843431072e-14       2.616635100390e-14       2.428656476593e-15      -4.953587320326e-16 
  641       3.809535708789e-10       4.156057648115e-12       3.464408737310e-12       1.202786030965e-14       2.601633204879e-14       2.458504441797e-15      -4.999692222142e-16 
  642       3.794834961808e-10       4.201737239092e-12       3.402952771110e-12       1.203712784120e-14       2.586740759235e-14       2.488301620225e-15      -5.044979488264e-16 
  643       3.780178467744e-10       4.247397268767e-12       3.336969673520e-12       1.204623975171e-14       2.571956874399e-14       2.518046602068e-15      -5.089438160646e-16 
  644       3.765572518094e-10       4.293020113360e-12       3.266482447288e-12       1.205519893165e-14       2.557280633405e-14       2.547737973514e-15      -5.133057229425e-16 
  645       3.751023470671e-10       4.338587945433e-12       3.191514749855e-12       1.206400831580e-14       2.542711091252e-14       2.577374316753e-15      -5.175825632838e-16 
  646       3.736537749840e-10       4.384082733126e-12       3.112090896351e-12       1.207267088344e-14       2.528247274762e-14       2.606954209987e-15      -5.217732257137e-16 
  647       3.722121846755e-10       4.429486239396e-12       3.028235862596e-12       1.208118965852e-14       2.513888182449e-14       2.636476227437e-15      -5.258765936506e-16 
  648       3.707782319593e-10       4.474780021253e-12       2.939975288091e-12       1.208956770980e-14       2.499632784381e-14       2.665938939348e-15      -5.298915452975e-16 
  649       3.693525793790e-10       4.519945429001e-12       2.847335479022e-12       1.209780815110e-14       2.485480022046e-14       2.695340911997e-15      -5.338169536335e-16 
  650       3.679358962276e-10       4.564963605472e-12       2.750343411253e-12       1.210591414139e-14       2.471428808214e-14       2.724680707703e-15      -5.376516864055e-16 
  651       3.665288585711e-10       4.609815485267e-12       2.649026733326e-12       1.211388888503e-14       2.457478026803e-14       2.753956884830e-15      -5.413946061197e-16 
  652       3.651321492721e-10       4.654481793995e-12       2.543413769456e-12       1.212173563193e-14       2.443626532745e-14       2.783167997797e-15      -5.450445700329e-16 
  653       3.637464580134e-10       4.698943047507e-12       2.433533522532e-12       1.212945767770e-14       2.429873151848e-14       2.812312597084e-15      -5.486004301445e-16 
  654       3.623724813213e-10       4.743179551138e-12       2.319415677109e-12       1.213705836388e-14       2.416216680661e-14       2.841389229240e-15      -5.520610331875e-16 
  655       3.610109225894e-10       4.787171398941e-12       2.201090602410e-12       1.214454107804e-14       2.402655886340e-14       2.870396436888e-15      -5.554252206204e-16 
  656       3.596624921020e-10       4.830898472930e-12       2.078589355321e-12       1.215190925404e-14       2.389189506509e-14       2.899332758737e-15      -5.586918286189e-16 
  657       3.583279070580e-10       4.874340442311e-12       1.951943683391e-12       1.215916637213e-14       2.375816249129e-14       2.928196729583e-15      -5.618596880670e-16 
  658       3.570078915939e-10       4.917476762729e-12       1.821186027827e-12       1.216631595918e-14       2.362534792359e-14       2.956986880321e-15      -5.649276245486e-16 
  659       3.557031768077e-10       4.960286675498e-12       1.686349526489e-12       1.217336158884e-14       2.349343784422e-14       2.985701737951e-15      -5.678944583395e-16 
  660       3.544145007825e-10       5.002749206842e-12       1.547468016895e-12       1.218030688170e-14       2.336241843468e-14       3.014339825584e-15      -5.707590043983e-16 
  661       3.531425262271e-10       5.044844975400e-12       1.404581096262e-12       1.218715537844e-14       2.323227751315e-14       3.042898968107e-15      -5.735204582438e-16 
  662       3.518875913583e-10       5.086561660028e-12       1.257749418077e-12       1.219391015583e-14       2.310301039631e-14       3.071374192361e-15      -5.761795629420e-16 
  663       3.506499535714e-10       5.127888651060e-12       1.107039738773e-12       1.220057420260e-14       2.297461416408e-14       3.099759780674e-15      -5.787374678363e-16 
  664       3.494298713273e-10       5.168815252702e-12       9.525198955993e-13       1.220715054587e-14       2.284708573178e-14       3.128049960823e-15      -5.811953450894e-16 
  665       3.482276041528e-10       5.209330682759e-12       7.942588110002e-13       1.221364225128e-14       2.272042184930e-14       3.156238905860e-15      -5.835543897808e-16 
  666       3.470434126418e-10       5.249424072371e-12       6.323264970039e-13       1.222005242313e-14       2.259461910026e-14       3.184320733918e-15      -5.858158200041e-16 
  667       3.458775584566e-10       5.289084465748e-12       4.667940596044e-13       1.222638420454e-14       2.246967390120e-14       3.212289508038e-15      -5.879808769643e-16 
  668       3.447303043280e-10       5.328300819903e-12       2.977337031459e-13       1.223264077755e-14       2.234558250075e-14       3.240139235977e-15      -5.900508250752e-16 
  669       3.436019140574e-10       5.367062004384e-12       1.252187347076e-13       1.223882536333e-14       2.222234097881e-14       3.267863870031e-15      -5.920269520569e-16 
  670       3.424926525166e-10       5.405356801012e-12      -5.067643151297e-14       1.224494122225e-14       2.209994524575e-14       3.295457306848e-15      -5.939105690329e-16 
  671       3.414027856497e-10       5.443173903611e-12      -2.298762698149e-13       1.225099165405e-14       2.197839104152e-14       3.322913387247e-15      -5.957030106276e-16 
  672       3.403325804736e-10       5.480501917744e-12      -4.123041386101e-13       1.225697999801e-14       2.185767393489e-14       3.350225896036e-15      -5.974056350639e-16 
  673       3.392823050788e-10       5.517329360448e-12      -5.978822760392e-13       1.226290963303e-14       2.173778932262e-14       3.377388561823e-15      -5.990198242601e-16 
  674       3.382522286311e-10       5.553644659962e-12      -7.865317955871e-13       1.226878397782e-14       2.161873242859e-14       3.404395056839e-15      -6.005469839275e-16 
  675       3.372426213716e-10       5.589436155469e-12      -9.781726816990e-13       1.227460649103e-14       2.150049830303e-14       3.431238996753e-15      -6.019885436680e-16 
  676       3.362537546183e-10       5.624692096824e-12      -1.172723785396e-12       1.228038067139e-14       2.138308182165e-14       3.457913940486e-15      -6.033459570710e-16 
  677       3.352859007670e-10       5.659400644290e-12      -1.370102819891e-12       1.228611005783e-14       2.126647768485e-14       3.484413390032e-15      -6.046207018111e-16 
  678       3.343393332921e-10       5.693549868272e-12      -1.570226356204e-12       1.229179822966e-14       2.115068041691e-14       3.510730790273e-15      -6.058142797453e-16 
  679       3.334143267475e-10       5.727127749050e-12      -1.773009818779e-12       1.229744880667e-14       2.103568436509e-14       3.536859528792e-15      -6.069282170105e-16 
  680       3.325111567679e-10       5.760122176515e-12      -1.978367481100e-12       1.230306544931e-14       2.092148369889e-14       3.562792935699e-15      -6.079640641207e-16 
  681       3.316301000692e-10       5.792520949898e-12      -2.186212461304e-12       1.230865185881e-14       2.080807240920e-14       3.588524283438e-15      -6.089233960646e-16 
  682       3.307714344503e-10       5.824311777510e-12      -2.396456717800e-12       1.231421177731e-14       2.069544430744e-14       3.614046786608e-15      -6.098078124025e-16 
  683       3.299354387931e-10       5.855482276472e-12      -2.609011044883e-12       1.231974898803e-14       2.058359302480e-14       3.639353601783e-15      -6.106189373644e-16 
  684       3.291223930642e-10       5.886019972450e-12      -2.823785068352e-12       1.232526731540e-14       2.047251201134e-14       3.664437827322e-15      -6.113584199467e-16 
  685       3.283325783155e-10       5.915912299388e-12      -3.040687241121e-12       1.233077062517e-14       2.036219453525e-14       3.689292503191e-15      -6.120279340097e-16 
  686       3.275662766853e-10       5.945146599244e-12      -3.259624838842e-12       1.233626282462e-14       2.025263368196e-14       3.713910610778e-15      -6.126291783754e-16 
  687       3.268237713993e-10       5.973710121721e-12      -3.480503955513e-12       1.234174786263e-14       2.014382235335e-14       3.738285072710e-15      -6.131638769242e-16 
  688       3.261053467712e-10       6.001590024003e-12      -3.703229499101e-12       1.234722972986e-14       2.003575326689e-14       3.762408752668e-15      -6.136337786929e-16 
  689       3.254112882042e-10       6.028773370489e-12      -3.927705187151e-12       1.235271245889e-14       1.992841895489e-14       3.786274455209e-15      -6.140406579715e-16 
  690       3.247418821917e-10       6.055247132524e-12      -4.153833542407e-12       1.235820012433e-14       1.982181176359e-14       3.809874925575e-15      -6.143863144010e-16 
  691       3.240974163181e-10       6.080998188136e-12      -4.381515888427e-12       1.236369684302e-14       1.971592385238e-14       3.833202849518e-15      -6.146725730705e-16 
  692       3.234781792601e-10       6.106013321770e-12      -4.610652345195e-12       1.236920677411e-14       1.961074719299e-14       3.856250853109e-15      -6.149012846147e-16 
  693       3.228844607873e-10       6.130279224019e-12      -4.841141824743e-12       1.237473411922e-14       1.950627356863e-14       3.879011502563e-15      -6.150743253113e-16 
  694       3.223165517637e-10       6.153782491361e-12      -5.072882026761e-12       1.238028312263e-14       1.940249457318e-14       3.901477304046e-15      -6.151935971780e-16 
  695       3.217747441479e-10       6.176509625889e-12      -5.305769434215e-12       1.238585807133e-14       1.929940161039e-14       3.923640703503e-15      -6.152610280706e-16 
  696       3.212593309947e-10       6.198447035049e-12      -5.539699308964e-12       1.239146329524e-14       1.919698589300e-14       3.945494086464e-15      -6.152785717796e-16 
  697       3.207706064559e-10       6.219581031373e-12      -5.774565687375e-12       1.239710316732e-14       1.909523844199e-14       3.967029777869e-15      -6.152482081278e-16 
  698       3.203088657811e-10       6.239897832211e-12      -6.010261375938e-12       1.240278210370e-14       1.899415008570e-14       3.988240041880e-15      -6.151719430680e-16 
  699       3.198744053187e-10       6.259383559464e-12      -6.246677946883e-12       1.240850456386e-14       1.889371145901e-14       4.009117081700e-15      -6.150518087800e-16 
  700       3.194674529287e-10       6.278026472509e-12      -6.483710978792e-12       1.241427461000e-14       1.879391427613e-14       4.029654412370e-15      -6.148893810077e-16 
  701       3.190879576273e-10       6.295823718522e-12      -6.721275907105e-12       1.242009457509e-14       1.869475517956e-14       4.049851010915e-15      -6.146843198407e-16 
  702       3.187357955625e-10       6.312774722240e-12      -6.959292495108e-12       1.242596636736e-14       1.859623196965e-14       4.069707252283e-15      -6.144357987295e-16 
  703       3.184108391891e-10       6.328878965782e-12      -7.197679615742e-12       1.243189190858e-14       1.849834233778e-14       4.089223544348e-15      -6.141429844721e-16 
  704       3.181129572533e-10       6.344135988935e-12      -7.436355248503e-12       1.243787313407e-14       1.840108386585e-14       4.108400328062e-15      -6.138050371938e-16 
  705       3.178420147760e-10       6.358545389432e-12      -7.675236476340e-12       1.244391199272e-14       1.830445402574e-14       4.127238077606e-15      -6.134211103260e-16 
  706       3.175978730372e-10       6.372106823228e-12      -7.914239482551e-12       1.245001044705e-14       1.820845017883e-14       4.145737300543e-15      -6.129903505858e-16 
  707       3.173803895598e-10       6.384820004788e-12      -8.153279547685e-12       1.245617047323e-14       1.811306957548e-14       4.163898537973e-15      -6.125118979553e-16 
  708       3.171894180934e-10       6.396684707359e-12      -8.392271046438e-12       1.246239406113e-14       1.801830935449e-14       4.181722364681e-15      -6.119848856607e-16 
  709       3.170248085986e-10       6.407700763257e-12      -8.631127444551e-12       1.246868321432e-14       1.792416654265e-14       4.199209389295e-15      -6.114084401519e-16 
  710       3.168864072306e-10       6.417868064139e-12      -8.869761295710e-12       1.247503995012e-14       1.783063805415e-14       4.216360254434e-15      -6.107816810816e-16 
  711       3.167740563231e-10       6.427186561293e-12      -9.108084238447e-12       1.248146629965e-14       1.773772069013e-14       4.233175636862e-15      -6.101037212845e-16 
  712       3.166875943728e-10       6.435656265907e-12      -9.346006993031e-12       1.248796430784e-14       1.764541113812e-14       4.249656247641e-15      -6.093736667571e-16 
  713       3.166268560225e-10       6.443277249358e-12      -9.583439358374e-12       1.249453603348e-14       1.755370597158e-14       4.265802832284e-15      -6.085906166363e-16 
  714       3.165916720460e-10       6.450049643489e-12      -9.820290208925e-12       1.250118354924e-14       1.746260164934e-14       4.281616170907e-15      -6.077536631793e-16 
  715       3.165818693312e-10       6.455973640885e-12      -1.005646749157e-11       1.250790894172e-14       1.737209451510e-14       4.297097078380e-15      -6.068618917427e-16 
  716       3.165972708644e-10       6.461049495160e-12      -1.029187822253e-11       1.251471431145e-14       1.728218079694e-14       4.312246404484e-15      -6.059143807617e-16 
  717       3.166376957143e-10       6.465277521232e-12      -1.052642848427e-11       1.252160177297e-14       1.719285660679e-14       4.327065034056e-15      -6.049102017295e-16 
  718       3.167029590161e-10       6.468658095604e-12      -1.076002342236e-11       1.252857345483e-14       1.710411793990e-14       4.341553887150e-15      -6.038484191766e-16 
  719       3.167928719549e-10       6.471191656645e-12      -1.099256724244e-11       1.253563149963e-14       1.701596067436e-14       4.355713919184e-15      -6.027280906502e-16 
  720       3.169072417501e-10       6.472878704869e-12      -1.122396320704e-11       1.254277806406e-14       1.692838057058e-14       4.369546121094e-15      -6.015482666931e-16 
  721       3.170458716392e-10       6.473719803217e-12      -1.145411363254e-11       1.255001531893e-14       1.684137327077e-14       4.383051519488e-15      -6.003079908238e-16 
  722       3.172085608618e-10       6.473715577333e-12      -1.168291988604e-11       1.255734544921e-14       1.675493429840e-14       4.396231176796e-15      -5.990062995150e-16 
  723       3.173951046435e-10       6.472866715849e-12      -1.191028238227e-11       1.256477065404e-14       1.666905905777e-14       4.409086191425e-15      -5.976422221732e-16 
  724       3.176052941797e-10       6.471173970660e-12      -1.213610058049e-11       1.257229314680e-14       1.658374283339e-14       4.421617697908e-15      -5.962147811183e-16 
  725       3.178389166200e-10       6.468638157208e-12      -1.236027298135e-11       1.257991515511e-14       1.649898078955e-14       4.433826867061e-15      -5.947229915623e-16 
  726       3.180957550515e-10       6.465260154759e-12      -1.258269712384e-11       1.258763892088e-14       1.641476796979e-14       4.445714906134e-15      -5.931658615892e-16 
  727       3.183755884833e-10       6.461040906686e-12      -1.280326958219e-11       1.259546670034e-14       1.633109929635e-14       4.457283058962e-15      -5.915423921339e-16 
  728       3.186781918301e-10       6.455981420747e-12      -1.302188596271e-11       1.260340076408e-14       1.624796956970e-14       4.468532606118e-15      -5.898515769619e-16 
  729       3.190033358964e-10       6.450082769365e-12      -1.323844090074e-11       1.261144339707e-14       1.616537346802e-14       4.479464865067e-15      -5.880924026480e-16 
  730       3.193507873603e-10       6.443346089907e-12      -1.345282805755e-11       1.261959689870e-14       1.608330554665e-14       4.490081190317e-15      -5.862638485562e-16 
  731       3.197203087573e-10       6.435772584967e-12      -1.366494011718e-11       1.262786358281e-14       1.600176023763e-14       4.500382973573e-15      -5.843648868188e-16 
  732       3.201116584646e-10       6.427363522645e-12      -1.387466878343e-11       1.263624577775e-14       1.592073184918e-14       4.510371643889e-15      -5.823944823156e-16 
  733       3.205245906847e-10       6.418120236825e-12      -1.408190477668e-11       1.264474582637e-14       1.584021456513e-14       4.520048667819e-15      -5.803515926532e-16 
  734       3.209588554296e-10       6.408044127456e-12      -1.428653783083e-11       1.265336608608e-14       1.576020244449e-14       4.529415549571e-15      -5.782351681446e-16 
  735       3.214141985045e-10       6.397136660833e-12      -1.448845669017e-11       1.266210892887e-14       1.568068942088e-14       4.538473831162e-15      -5.760441517881e-16 
  736       3.218903614921e-10       6.385399369876e-12      -1.468754910630e-11       1.267097674136e-14       1.560166930203e-14       4.547225092564e-15      -5.737774792469e-16 
  737       3.223870817362e-10       6.372833854412e-12      -1.488370183505e-11       1.267997192483e-14       1.552313576928e-14       4.555670951863e-15      -5.714340788284e-16 
  738       3.229040923257e-10       6.359441781450e-12      -1.507680063331e-11       1.268909689524e-14       1.544508237707e-14       4.563813065408e-15      -5.690128714632e-16 
  739       3.234411030177e-10       6.345226236486e-12      -1.526674225560e-11       1.269835360382e-14       1.536750340402e-14       4.571653116028e-15      -5.665132471054e-16 
  740       3.239977426256e-10       6.330195806085e-12      -1.545347070961e-11       1.270774208837e-14       1.529039642574e-14       4.579192777105e-15      -5.639365042879e-16 
  741       3.245736154619e-10       6.314360576429e-12      -1.563694171003e-11       1.271726189345e-14       1.521375979180e-14       4.586433748094e-15      -5.612844389391e-16 
  742       3.251683202762e-10       6.297730790172e-12      -1.581711074340e-11       1.272691254715e-14       1.513759177840e-14       4.593377766543e-15      -5.585588706185e-16 
  743       3.257814502350e-10       6.280316847020e-12      -1.599393306753e-11       1.273669356100e-14       1.506189058800e-14       4.600026608248e-15      -5.557616426018e-16 
  744       3.264125929011e-10       6.262129304300e-12      -1.616736371110e-11       1.274660442996e-14       1.498665434907e-14       4.606382087398e-15      -5.528946219639e-16 
  745       3.270613302138e-10       6.243178877544e-12      -1.633735747317e-11       1.275664463226e-14       1.491188111568e-14       4.612446056728e-15      -5.499596996630e-16 
  746       3.277272384686e-10       6.223476441061e-12      -1.650386892272e-11       1.276681362941e-14       1.483756886723e-14       4.618220407665e-15      -5.469587906245e-16 
  747       3.284098882965e-10       6.203033028516e-12      -1.666685239818e-11       1.277711086608e-14       1.476371550813e-14       4.623707070486e-15      -5.438938338248e-16 
  748       3.291088446443e-10       6.181859833503e-12      -1.682626200693e-11       1.278753577004e-14       1.469031886742e-14       4.628908014457e-15      -5.407667923754e-16 
  749       3.298236667542e-10       6.159968210126e-12      -1.698205162490e-11       1.279808775209e-14       1.461737669851e-14       4.633825247993e-15      -5.375796536061e-16 
