#scalar perturbations for mode k = 1.000000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_idr             17:theta_idr             18:shear_idr             19:delta_cdm             20:theta_cdm          
       1.998298649046e+02       6.173084941929e-04      -2.259399733785e+00       3.987399010599e-03       1.377824793374e-03       3.444261561577e-03       6.888523930869e-06       6.888524068392e-04      -1.694848039261e+00       3.996683198019e-03       5.534413968157e-01       5.935269545068e-01      -2.176502860103e+00       2.769434074033e-03       9.935887223665e-02      -2.176719415476e+00       2.773110803021e-03       9.869537640478e-02      -1.764569291137e+00       5.218532871297e-03 
       1.998307692104e+02       6.173120033879e-04      -2.259406714809e+00       3.987406249464e-03       1.377851863564e-03       3.444261620224e-03       6.888524300887e-06       6.888524398312e-04      -1.694853283425e+00       3.996690480393e-03       5.534411018858e-01       5.935264111946e-01      -2.176508372567e+00       2.769425931250e-03       9.935936521867e-02      -2.176724932373e+00       2.773102715342e-03       9.869586311185e-02      -1.764575640233e+00       5.218553253674e-03 
       1.998316735162e+02       6.173155125893e-04      -2.259413695840e+00       3.987413488080e-03       1.377878924772e-03       3.444261703327e-03       6.888524745818e-06       6.888524776953e-04      -1.694858527594e+00       3.996697763048e-03       5.534408069596e-01       5.935258678829e-01      -2.176513885020e+00       2.769417788271e-03       9.935985819685e-02      -2.176730449259e+00       2.773094627468e-03       9.869634981508e-02      -1.764581989345e+00       5.218573636022e-03 
       1.998325778220e+02       6.173190217973e-04      -2.259420676878e+00       3.987420726447e-03       1.377905977006e-03       3.444261810869e-03       6.888525265639e-06       6.888525204280e-04      -1.694863771768e+00       3.996705045983e-03       5.534405120370e-01       5.935253245716e-01      -2.176519397461e+00       2.769409645095e-03       9.936035117119e-02      -2.176735966133e+00       2.773086539398e-03       9.869683651446e-02      -1.764588338475e+00       5.218594018341e-03 
       1.998360724596e+02       6.173325829895e-04      -2.259447654759e+00       3.987448696372e-03       1.378010434625e-03       3.444262455842e-03       6.888527977927e-06       6.888527312622e-04      -1.694884037624e+00       3.996733193069e-03       5.534393723604e-01       5.935232249811e-01      -2.176540699860e+00       2.769378174421e-03       9.936225620597e-02      -2.176757285666e+00       2.773055281681e-03       9.869871730001e-02      -1.764612874478e+00       5.218672784364e-03 
       1.998395670972e+02       6.173461442785e-04      -2.259474632742e+00       3.987476662618e-03       1.378114758893e-03       3.444263464510e-03       6.888531806894e-06       6.888530145500e-04      -1.694904303558e+00       3.996761344246e-03       5.534382327382e-01       5.935211253977e-01      -2.176562002085e+00       2.769346700818e-03       9.936416118343e-02      -2.176778605024e+00       2.773024021042e-03       9.870059802818e-02      -1.764637410737e+00       5.218751549955e-03 
       1.998430617348e+02       6.173597056642e-04      -2.259501610827e+00       3.987504625213e-03       1.378218950327e-03       3.444264835868e-03       6.888536751170e-06       6.888533700914e-04      -1.694924569569e+00       3.996789499449e-03       5.534370931703e-01       5.935190258213e-01      -2.176583304134e+00       2.769315224286e-03       9.936606610358e-02      -2.176799924209e+00       2.772992757481e-03       9.870247869899e-02      -1.764661947249e+00       5.218830315114e-03 
       1.998465563723e+02       6.173732671466e-04      -2.259528589014e+00       3.987532584183e-03       1.378323009445e-03       3.444266568911e-03       6.888542809381e-06       6.888537976866e-04      -1.694944835657e+00       3.996817658615e-03       5.534359536564e-01       5.935169262519e-01      -2.176604606009e+00       2.769283744825e-03       9.936797096642e-02      -2.176821243220e+00       2.772961490998e-03       9.870435931242e-02      -1.764686484015e+00       5.218909079841e-03 
       1.998500510099e+02       6.173868287258e-04      -2.259555567304e+00       3.987560539555e-03       1.378426936762e-03       3.444268662638e-03       6.888549980153e-06       6.888542971362e-04      -1.694965101822e+00       3.996845821681e-03       5.534348141964e-01       5.935148266895e-01      -2.176625907709e+00       2.769252262435e-03       9.936987577192e-02      -2.176842562057e+00       2.772930221593e-03       9.870623986847e-02      -1.764711021036e+00       5.218987844137e-03 
       1.998535456475e+02       6.174003904017e-04      -2.259582545696e+00       3.987588491355e-03       1.378530732792e-03       3.444271116052e-03       6.888558262109e-06       6.888548682420e-04      -1.694985368065e+00       3.996873988583e-03       5.534336747899e-01       5.935127271342e-01      -2.176647209235e+00       2.769220777117e-03       9.937178052011e-02      -2.176863880721e+00       2.772898949267e-03       9.870812036714e-02      -1.764735558310e+00       5.219066608002e-03 
       1.998637271835e+02       6.174399025440e-04      -2.259661147122e+00       3.987669908076e-03       1.378832396148e-03       3.444280305285e-03       6.888588713257e-06       6.888569388051e-04      -1.695044413679e+00       3.996956073429e-03       5.534303554619e-01       5.935066101744e-01      -2.176709269679e+00       2.769129028763e-03       9.937732962771e-02      -2.176925991102e+00       2.772807821500e-03       9.871359882410e-02      -1.764807048472e+00       5.219296082018e-03 
       1.998739087194e+02       6.174794155074e-04      -2.259739749415e+00       3.987751295317e-03       1.379132961991e-03       3.444292514827e-03       6.888628550664e-06       6.888596110762e-04      -1.695103459949e+00       3.997038188842e-03       5.534270365810e-01       5.935004932741e-01      -2.176771328640e+00       2.769037255553e-03       9.938287824860e-02      -2.176988100008e+00       2.772716668935e-03       9.871907679388e-02      -1.764878540792e+00       5.219525552372e-03 
       1.998840902554e+02       6.175189292919e-04      -2.259818352574e+00       3.987832653678e-03       1.379432442751e-03       3.444307720499e-03       6.888677740084e-06       6.888628802443e-04      -1.695162506878e+00       3.997120333388e-03       5.534237181415e-01       5.934943764333e-01      -2.176833386116e+00       2.768945457488e-03       9.938842638272e-02      -2.177050207438e+00       2.772625491575e-03       9.872455427643e-02      -1.764950035269e+00       5.219755019067e-03 
       1.998942717913e+02       6.175584438975e-04      -2.259896956600e+00       3.987913983741e-03       1.379730850728e-03       3.444325898353e-03       6.888736247165e-06       6.888667415443e-04      -1.695221554464e+00       3.997202505682e-03       5.534204001379e-01       5.934882596521e-01      -2.176895442109e+00       2.768853634572e-03       9.939397402998e-02      -2.177112313392e+00       2.772534289423e-03       9.873003127165e-02      -1.765021531905e+00       5.219984482103e-03 
       1.999044533273e+02       6.175979593241e-04      -2.259975561493e+00       3.987995286067e-03       1.380028198094e-03       3.444347024671e-03       6.888804037460e-06       6.888711902569e-04      -1.695280602710e+00       3.997284704387e-03       5.534170825645e-01       5.934821429301e-01      -2.176957496617e+00       2.768761786805e-03       9.939952119031e-02      -2.177174417871e+00       2.772443062480e-03       9.873550777948e-02      -1.765093030699e+00       5.220213941483e-03 
       1.999146348633e+02       6.176374755717e-04      -2.260054167252e+00       3.988076561197e-03       1.380324496891e-03       3.444371075964e-03       6.888881076431e-06       6.888762217085e-04      -1.695339651614e+00       3.997366928211e-03       5.534137654161e-01       5.934760262675e-01      -2.177019549641e+00       2.768669914192e-03       9.940506786364e-02      -2.177236520874e+00       2.772351810749e-03       9.874098379983e-02      -1.765164531651e+00       5.220443397207e-03 
       1.999446498157e+02       6.177539734112e-04      -2.260285900406e+00       3.988316005245e-03       1.381191991346e-03       3.444458777688e-03       6.889161673639e-06       6.888944012227e-04      -1.695513730375e+00       3.997609456721e-03       5.534039889531e-01       5.934579948196e-01      -2.177202472005e+00       2.768398931104e-03       9.942141650437e-02      -2.177419590624e+00       2.772082658354e-03       9.875712415442e-02      -1.765375327506e+00       5.221119806570e-03 
       1.999746647682e+02       6.178704783861e-04      -2.260517641092e+00       3.988555229937e-03       1.382050774987e-03       3.444571113496e-03       6.889521455111e-06       6.889174887475e-04      -1.695687814884e+00       3.997852163121e-03       5.533942159993e-01       5.934399638834e-01      -2.177385381473e+00       2.768127732168e-03       9.943776091005e-02      -2.177602647551e+00       2.771813290626e-03       9.877326026996e-02      -1.765586142128e+00       5.221796184230e-03 
       2.000046797206e+02       6.179869904965e-04      -2.260749389312e+00       3.988794246593e-03       1.382901137614e-03       3.444707515091e-03       6.889959525219e-06       6.889453712011e-04      -1.695861905152e+00       3.998095020528e-03       5.533844464222e-01       5.934219334562e-01      -2.177568278048e+00       2.767856317459e-03       9.945410107870e-02      -2.177785691659e+00       2.771543707638e-03       9.878939214450e-02      -1.765796975524e+00       5.222472530241e-03 
       2.000346946731e+02       6.181035097423e-04      -2.260981145070e+00       3.989033065437e-03       1.383743360121e-03       3.444867430081e-03       6.890474984480e-06       6.889779386653e-04      -1.696036001195e+00       3.998338004707e-03       5.533746800934e-01       5.934039035348e-01      -2.177751161734e+00       2.767584687052e-03       9.947043700834e-02      -2.177968722950e+00       2.771273909468e-03       9.880551977609e-02      -1.766007827703e+00       5.223148844660e-03 
       2.000647096255e+02       6.182200361237e-04      -2.261212908372e+00       3.989271695709e-03       1.384577714776e-03       3.445050321508e-03       6.891066930553e-06       6.890150842912e-04      -1.696210103025e+00       3.998581093809e-03       5.533649168878e-01       5.933858741157e-01      -2.177934032535e+00       2.767312841033e-03       9.948676869699e-02      -2.178151741431e+00       2.771003896199e-03       9.882164316277e-02      -1.766218698674e+00       5.223825127550e-03 
       2.000947245780e+02       6.183365696405e-04      -2.261444679227e+00       3.989510145754e-03       1.385404465463e-03       3.445255667405e-03       6.891734459211e-06       6.890567042114e-04      -1.696384210657e+00       3.998824268144e-03       5.533551566842e-01       5.933678451951e-01      -2.178116890459e+00       2.767040779488e-03       9.950309614267e-02      -2.178334747107e+00       2.770733667920e-03       9.883776230259e-02      -1.766429588447e+00       5.224501378981e-03 
       2.001247395304e+02       6.184531102927e-04      -2.261676457643e+00       3.989748423116e-03       1.386223867941e-03       3.445482960361e-03       6.892476665237e-06       6.891026974534e-04      -1.696558324107e+00       3.999067509967e-03       5.533453993646e-01       5.933498167689e-01      -2.178299735512e+00       2.766768502513e-03       9.951941934341e-02      -2.178517739986e+00       2.770463224724e-03       9.885387719360e-02      -1.766640497035e+00       5.225177599026e-03 
       2.001720417183e+02       6.186367874972e-04      -2.262041745168e+00       3.990123603062e-03       1.387500890384e-03       3.445884522861e-03       6.893795737069e-06       6.891838210698e-04      -1.696832730756e+00       3.999450946779e-03       5.533300278539e-01       5.933214057893e-01      -2.178587864826e+00       2.766338969454e-03       9.954513533769e-02      -2.178806102416e+00       2.770036582661e-03       9.887926489353e-02      -1.766972917510e+00       5.226243227278e-03 
       2.002193439063e+02       6.188204824235e-04      -2.262407051549e+00       3.990498394367e-03       1.388761207966e-03       3.446337510384e-03       6.895294491972e-06       6.892751928107e-04      -1.697107151951e+00       3.999834457129e-03       5.533146627889e-01       5.932929960081e-01      -2.178875962240e+00       2.765908902006e-03       9.957084077646e-02      -2.179094433128e+00       2.769609407487e-03       9.890464202850e-02      -1.767305384795e+00       5.227308778114e-03 
       2.002666460942e+02       6.190041950716e-04      -2.262772376846e+00       3.990872817121e-03       1.390005707933e-03       3.446840141036e-03       6.896969401321e-06       6.893764580656e-04      -1.697381587754e+00       4.000217994452e-03       5.532993037552e-01       5.932645874044e-01      -2.179164027802e+00       2.765478300618e-03       9.959653565199e-02      -2.179382732170e+00       2.769181699650e-03       9.893000859090e-02      -1.767637898948e+00       5.228374251904e-03 
       2.003139482822e+02       6.191879254417e-04      -2.263137721125e+00       3.991246888505e-03       1.391235234829e-03       3.447390709708e-03       6.898816953715e-06       6.894872774975e-04      -1.697656038232e+00       4.000601519246e-03       5.532839503564e-01       5.932361799564e-01      -2.179452061567e+00       2.765047165761e-03       9.962221995655e-02      -2.179670999598e+00       2.768753459621e-03       9.895536457310e-02      -1.767970460031e+00       5.229439649041e-03 
       2.003612504701e+02       6.193716735336e-04      -2.263503084377e+00       3.991620622883e-03       1.392450592535e-03       3.447987584550e-03       6.900833660717e-06       6.896073263389e-04      -1.697930503395e+00       4.000984997692e-03       5.532686022312e-01       5.932077736603e-01      -2.179740063516e+00       2.764615497595e-03       9.964789368243e-02      -2.179959235393e+00       2.768324687558e-03       9.898070996750e-02      -1.768303068053e+00       5.230504969608e-03 
       2.004085526580e+02       6.195554393474e-04      -2.263868466507e+00       3.991994032113e-03       1.393652546215e-03       3.448629203570e-03       6.903016062056e-06       6.897362937182e-04      -1.698204983184e+00       4.001368400675e-03       5.532532590559e-01       5.931793685350e-01      -2.180028033539e+00       2.764183295898e-03       9.967355682193e-02      -2.180247439445e+00       2.767895383242e-03       9.900604476647e-02      -1.768635722952e+00       5.231570213303e-03 
       2.004558548460e+02       6.197392228831e-04      -2.264233867421e+00       3.992367126257e-03       1.394841824181e-03       3.449314071406e-03       6.905360730282e-06       6.898738820156e-04      -1.698479477538e+00       4.001751703400e-03       5.532379205234e-01       5.931509645989e-01      -2.180315971531e+00       2.763750560454e-03       9.969920936733e-02      -2.180535611648e+00       2.767465546455e-03       9.903136896242e-02      -1.768968424671e+00       5.232635379833e-03 
       2.005252290366e+02       6.200087949868e-04      -2.264769804394e+00       3.992913760076e-03       1.396564552400e-03       3.450393760521e-03       6.909085890340e-06       6.900906721132e-04      -1.698882081844e+00       4.002313637070e-03       5.532154325603e-01       5.931093090900e-01      -2.180738208122e+00       2.763114937503e-03       9.973681264659e-02      -2.180958192068e+00       2.766834177031e-03       9.906849066286e-02      -1.769456455226e+00       5.234197431002e-03 
       2.005946032272e+02       6.202784052096e-04      -2.265305781345e+00       3.993459756504e-03       1.398263558237e-03       3.451559125646e-03       6.913142261366e-06       6.903245424389e-04      -1.699284717206e+00       4.002875255684e-03       5.531929530831e-01       5.930676562198e-01      -2.181160375311e+00       2.762478165629e-03       9.977439309735e-02      -2.181380703479e+00       2.766201661428e-03       9.910558951615e-02      -1.769944586225e+00       5.235759314921e-03 
       2.006639774178e+02       6.205480535516e-04      -2.265841798070e+00       3.994005133137e-03       1.399940756442e-03       3.452806145132e-03       6.917519517920e-06       6.905746924864e-04      -1.699687383492e+00       4.003436516048e-03       5.531704812761e-01       5.930260060251e-01      -2.181582472845e+00       2.761840244515e-03       9.981195069528e-02      -2.181803145629e+00       2.765567999330e-03       9.914266549825e-02      -1.770432817546e+00       5.237321031025e-03 
       2.007333516084e+02       6.208177400127e-04      -2.266377854399e+00       3.994549903923e-03       1.401597928073e-03       3.454131041884e-03       6.922207561220e-06       6.908403703945e-04      -1.700090080591e+00       4.003997384172e-03       5.531480163758e-01       5.929843585340e-01      -2.182004500503e+00       2.761201173991e-03       9.984948541602e-02      -2.182225518298e+00       2.764933190563e-03       9.917971858513e-02      -1.770921149093e+00       5.238882578895e-03 
       2.008027257990e+02       6.210874645929e-04      -2.266913950198e+00       3.995094079945e-03       1.403236729822e-03       3.455530267204e-03       6.927196533323e-06       6.911208697340e-04      -1.700492808415e+00       4.004557833390e-03       5.531255576672e-01       5.929427137662e-01      -2.182426458102e+00       2.760560954032e-03       9.988699723522e-02      -2.182647821302e+00       2.764297235106e-03       9.921674875277e-02      -1.771409580796e+00       5.240443958258e-03 
       2.008720999896e+02       6.213572272923e-04      -2.267450085368e+00       3.995637670072e-03       1.404858702761e-03       3.457000485668e-03       6.932476828607e-06       6.914155265014e-04      -1.700895566901e+00       4.005117842806e-03       5.531031044792e-01       5.929010717326e-01      -2.182848345492e+00       2.759919584764e-03       9.992448612854e-02      -2.183070054490e+00       2.763660133082e-03       9.925375597714e-02      -1.771898112610e+00       5.242005168989e-03 
       2.009414741802e+02       6.216270281108e-04      -2.267986259848e+00       3.996180681469e-03       1.406465280468e-03       3.458538561045e-03       6.938039102642e-06       6.917237163174e-04      -1.701298356014e+00       4.005677396078e-03       5.530806561810e-01       5.928594324354e-01      -2.183270162556e+00       2.759277066462e-03       9.996195207165e-02      -2.183492217749e+00       2.763021884764e-03       9.929074023424e-02      -1.772386744516e+00       5.243566211113e-03 
       2.010393910916e+02       6.220078983298e-04      -2.268743100199e+00       3.996946130999e-03       1.408709217241e-03       3.460819253162e-03       6.946352225901e-06       6.921806058377e-04      -1.701866917316e+00       4.006466366999e-03       5.530489791273e-01       5.928006660657e-01      -2.183865408584e+00       2.758368241395e-03       1.000147935770e-01      -2.184087953079e+00       2.762119091152e-03       9.934290184440e-02      -1.773076585292e+00       5.245769228427e-03 
       2.011373080030e+02       6.223888444875e-04      -2.269500018859e+00       3.997710452247e-03       1.410928565186e-03       3.463221564530e-03       6.955184453227e-06       6.926617550114e-04      -1.702435539661e+00       4.007254378209e-03       5.530173090802e-01       5.927419050839e-01      -2.184460514259e+00       2.757457129874e-03       1.000675892455e-01      -2.184683548843e+00       2.761214016545e-03       9.939501758530e-02      -1.773766625601e+00       5.247971911230e-03 
       2.012352249143e+02       6.227698665837e-04      -2.270257016017e+00       3.998473655677e-03       1.413126430826e-03       3.465738409922e-03       6.964512278058e-06       6.931657530149e-04      -1.703004223207e+00       4.008041411904e-03       5.529856445993e-01       5.926831494059e-01      -2.185055479619e+00       2.756543734219e-03       1.001203390090e-01      -2.185279005081e+00       2.760306663260e-03       9.944708738955e-02      -1.774456865662e+00       5.250174261134e-03 
       2.013331418257e+02       6.231509646185e-04      -2.271014092006e+00       3.999235749915e-03       1.415305620097e-03       3.468363275910e-03       6.974313285299e-06       6.936913027853e-04      -1.703572968216e+00       4.008827456677e-03       5.529539843464e-01       5.926243989119e-01      -2.185650304844e+00       2.755628057360e-03       1.001730427991e-01      -2.185874321973e+00       2.759397034228e-03       9.949911118988e-02      -1.775147305802e+00       5.252376280363e-03 
       2.014310587371e+02       6.235321385919e-04      -2.271771247304e+00       3.999996742420e-03       1.417468667621e-03       3.471090169803e-03       6.984566142528e-06       6.942372108653e-04      -1.704141775057e+00       4.009612505890e-03       5.529223270725e-01       5.925656534469e-01      -2.186244990257e+00       2.754710102840e-03       1.002257005479e-01      -2.186469499844e+00       2.758485132988e-03       9.955108891908e-02      -1.775837946453e+00       5.254577971747e-03 
       2.015289756484e+02       6.239133885039e-04      -2.272528482048e+00       4.000756637965e-03       1.419617863350e-03       3.473913573030e-03       6.995250584657e-06       6.948023781335e-04      -1.704710643842e+00       4.010396554382e-03       5.528906717144e-01       5.925069129405e-01      -2.186839535844e+00       2.753789872760e-03       1.002783121873e-01      -2.187064538678e+00       2.757570961640e-03       9.960302051008e-02      -1.776528787796e+00       5.256779336678e-03 
       2.016268925598e+02       6.242947143544e-04      -2.273285795503e+00       4.001515436710e-03       1.421755276604e-03       3.476828398941e-03       7.006347392460e-06       6.953857914102e-04      -1.705279574031e+00       4.011179595312e-03       5.528590175047e-01       5.924481775406e-01      -2.187433940714e+00       2.752867365494e-03       1.003308776494e-01      -2.187659437588e+00       2.756654518558e-03       9.965490589579e-02      -1.777219829354e+00       5.258980372816e-03 
       2.017653795252e+02       6.248341651429e-04      -2.274357020728e+00       4.002586756106e-03       1.424761767317e-03       3.481097974015e-03       7.022710833836e-06       6.962402816152e-04      -1.706084333691e+00       4.012285344593e-03       5.528142486099e-01       5.923651152135e-01      -2.188274384271e+00       2.751558743581e-03       1.004051436623e-01      -2.188500581233e+00       2.755354482712e-03       9.972821000950e-02      -1.778197532092e+00       5.262092801681e-03 
       2.019038664907e+02       6.253737678338e-04      -2.275428400379e+00       4.003655879763e-03       1.427753089865e-03       3.485529028844e-03       7.039814760915e-06       6.971270075559e-04      -1.706889213951e+00       4.013389058580e-03       5.527694788964e-01       5.922820636838e-01      -2.189114542582e+00       2.750245560925e-03       1.004793169767e-01      -2.189341441218e+00       2.754049897017e-03       9.980142137316e-02      -1.779175633422e+00       5.265204563782e-03 
       2.020423534561e+02       6.259135224273e-04      -2.276499933415e+00       4.004722807968e-03       1.430733313849e-03       3.490110758632e-03       7.057614797223e-06       6.980438164344e-04      -1.707694214050e+00       4.014490732806e-03       5.527247067522e-01       5.921990231103e-01      -2.189954414169e+00       2.748927817356e-03       1.005533974001e-01      -2.190182016067e+00       2.752740761301e-03       9.987453979686e-02      -1.780154132775e+00       5.268315656917e-03 
       2.021808404215e+02       6.264534289232e-04      -2.277571619351e+00       4.005787542546e-03       1.433705971525e-03       3.494833475861e-03       7.076070122153e-06       6.989887778231e-04      -1.708499333647e+00       4.015590367043e-03       5.526799306777e-01       5.921159935132e-01      -2.190793998108e+00       2.747605515084e-03       1.006273847401e-01      -2.191022304859e+00       2.751427077766e-03       9.994756509083e-02      -1.781133029999e+00       5.271426081255e-03 
       2.023193273869e+02       6.269934873216e-04      -2.278643458260e+00       4.006850087181e-03       1.436674130855e-03       3.499688479605e-03       7.095143260695e-06       6.999601576731e-04      -1.709304572818e+00       4.016687964624e-03       5.526351492526e-01       5.920329747727e-01      -2.191633294039e+00       2.746278658723e-03       1.007012788045e-01      -2.191862307235e+00       2.750108851023e-03       1.000204970655e-01      -1.782112325360e+00       5.274535839367e-03 
       2.024578143523e+02       6.275336976225e-04      -2.279715450783e+00       4.007910447664e-03       1.439640459695e-03       3.504667940008e-03       7.114799874098e-06       7.009563953348e-04      -1.710109932064e+00       4.017783531973e-03       5.525903611053e-01       5.919499666279e-01      -2.192472302163e+00       2.744947255321e-03       1.007750794016e-01      -2.192702023400e+00       2.748786088113e-03       1.000933355316e-01      -1.783092019550e+00       5.277644936247e-03 
       2.025963013178e+02       6.280740598259e-04      -2.280787598048e+00       4.008968631684e-03       1.442607281376e-03       3.509764797575e-03       7.135008552170e-06       7.019760835261e-04      -1.710915412253e+00       4.018877078016e-03       5.525455649059e-01       5.918669686960e-01      -2.193311023175e+00       2.743611314034e-03       1.008487863398e-01      -2.193541454047e+00       2.747458798190e-03       1.001660803003e-01      -1.784072113624e+00       5.280753378997e-03 
       2.027835000318e+02       6.288047318160e-04      -2.282237109974e+00       4.010395564862e-03       1.446621998665e-03       3.516829814047e-03       7.163152433906e-06       7.033894759725e-04      -1.712004405539e+00       4.020352061277e-03       5.524849977597e-01       5.917547931791e-01      -2.194444299826e+00       2.741798255841e-03       1.009482699313e-01      -2.194675692485e+00       2.745657451682e-03       1.002642632294e-01      -1.785397583625e+00       5.284954152967e-03 
       2.029706987459e+02       6.295356813635e-04      -2.283686898994e+00       4.011818508170e-03       1.450645563615e-03       3.524083751176e-03       7.192189357587e-06       7.048406153820e-04      -1.713093615667e+00       4.021823346425e-03       5.524244134604e-01       5.916426373048e-01      -2.195577044336e+00       2.739976900341e-03       1.010475815670e-01      -2.195809401707e+00       2.743847827707e-03       1.003622741434e-01      -1.786723780964e+00       5.289153717169e-03 
       2.031578974600e+02       6.302669084684e-04      -2.285136961714e+00       4.013237453109e-03       1.454681556980e-03       3.531514326259e-03       7.222063331324e-06       7.063270521493e-04      -1.714183040148e+00       4.023290930733e-03       5.523638110711e-01       5.915305016716e-01      -2.196709252238e+00       2.738147243679e-03       1.011467207747e-01      -2.196942577253e+00       2.742029922400e-03       1.004601125763e-01      -1.788050703620e+00       5.293352062614e-03 
       2.033450961741e+02       6.309984131308e-04      -2.286587296562e+00       4.014652398786e-03       1.458732988027e-03       3.539110752147e-03       7.252725202634e-06       7.078466345716e-04      -1.715272677858e+00       4.024754819582e-03       5.523031894938e-01       5.914183864233e-01      -2.197840920887e+00       2.736309289829e-03       1.012456870821e-01      -2.198075216480e+00       2.740203739719e-03       1.005577780623e-01      -1.789378350932e+00       5.297549188120e-03 
       2.035322948882e+02       6.317301953505e-04      -2.288037903803e+00       4.016063352070e-03       1.462802401988e-03       3.546863532360e-03       7.284131954920e-06       7.093974680814e-04      -1.716362529054e+00       4.026215026486e-03       5.522425474183e-01       5.913062912443e-01      -2.198972049473e+00       2.734463050691e-03       1.013444800175e-01      -2.199207318585e+00       2.738369291552e-03       1.006552701360e-01      -1.790706723618e+00       5.301745100412e-03 
       2.037194936023e+02       6.324622551276e-04      -2.289488785490e+00       4.017470327421e-03       1.466891970708e-03       3.554764285742e-03       7.316246066246e-06       7.109778803557e-04      -1.717452595335e+00       4.027671572849e-03       5.521818832936e-01       5.911942153722e-01      -2.200102638982e+00       2.732608545904e-03       1.014430991105e-01      -2.200338884558e+00       2.736526597526e-03       1.007525883334e-01      -1.792035823741e+00       5.305939813934e-03 
       2.039066923163e+02       6.331945924621e-04      -2.290939941462e+00       4.018873329663e-03       1.471003566435e-03       3.562805599935e-03       7.349034928676e-06       7.125863921571e-04      -1.718542876639e+00       4.029124470732e-03       5.521211962021e-01       5.910821585993e-01      -2.201232688181e+00       2.730745785605e-03       1.015415438915e-01      -2.201469913173e+00       2.734675667764e-03       1.008497321914e-01      -1.793365651699e+00       5.310133333608e-03 
       2.041677205986e+02       6.342162207069e-04      -2.292963870229e+00       4.020823004643e-03       1.476776550677e-03       3.574240736885e-03       7.395829313445e-06       7.148737505649e-04      -1.720063508190e+00       4.031144275974e-03       5.520365366571e-01       5.909259411511e-01      -2.202807506547e+00       2.728134570743e-03       1.016785225747e-01      -2.203046102162e+00       2.732080982289e-03       1.009848968451e-01      -1.795221161982e+00       5.315978722189e-03 
       2.044287488809e+02       6.352383886142e-04      -2.294988315215e+00       4.022764905617e-03       1.482599327914e-03       3.585921093186e-03       7.443817396326e-06       7.172101392201e-04      -1.721584545299e+00       4.033156974433e-03       5.519518326516e-01       5.907697639503e-01      -2.204381252327e+00       2.725507281295e-03       1.018151601539e-01      -2.204621224324e+00       2.729470260619e-03       1.011197203714e-01      -1.797078077028e+00       5.321821741927e-03 
       2.046897771632e+02       6.362610961840e-04      -2.297013274864e+00       4.024699039700e-03       1.488475208085e-03       3.597833607266e-03       7.492947906947e-06       7.195929502968e-04      -1.723105986974e+00       4.035162595647e-03       5.518670827295e-01       5.906136267101e-01      -2.205953921076e+00       2.722863940059e-03       1.019514553578e-01      -2.206195275227e+00       2.726843525510e-03       1.012542015166e-01      -1.798936397078e+00       5.327662401281e-03 
       2.049508054455e+02       6.372843434163e-04      -2.299038753297e+00       4.026625438228e-03       1.494407137597e-03       3.609967248927e-03       7.543180545239e-06       7.220199812147e-04      -1.724627836491e+00       4.037161194477e-03       5.517822843125e-01       5.904575277244e-01      -2.207525514037e+00       2.720204594531e-03       1.020874069181e-01      -2.207768256129e+00       2.724200824423e-03       1.013883390297e-01      -1.800796126636e+00       5.333500733336e-03 
       2.052118337278e+02       6.383081303110e-04      -2.301064745377e+00       4.028544092053e-03       1.500397819819e-03       3.622312735294e-03       7.594484478763e-06       7.244893780698e-04      -1.726150090184e+00       4.039152786417e-03       5.516974370340e-01       5.903014676045e-01      -2.209096023195e+00       2.717529252202e-03       1.022230135699e-01      -2.209340159028e+00       2.721542164811e-03       1.015221316636e-01      -1.802657263261e+00       5.339336731094e-03 
       2.054728620101e+02       6.393324568682e-04      -2.303091240873e+00       4.030454969514e-03       1.506449808110e-03       3.634862293272e-03       7.646837055239e-06       7.269995883193e-04      -1.727672740578e+00       4.041137365535e-03       5.516125417537e-01       5.901454482334e-01      -2.210665435453e+00       2.714837898528e-03       1.023582740497e-01      -2.210910970840e+00       2.718867532089e-03       1.016555781721e-01      -1.804519800692e+00       5.345170365443e-03 
       2.057338902924e+02       6.403573230878e-04      -2.305118235873e+00       4.032358065920e-03       1.512565574845e-03       3.647609468277e-03       7.700222719325e-06       7.295493226746e-04      -1.729195784940e+00       4.043114953928e-03       5.515275979431e-01       5.899894699132e-01      -2.212233744034e+00       2.712130546397e-03       1.024931870941e-01      -2.212480684800e+00       2.716176939107e-03       1.017886773094e-01      -1.806383737407e+00       5.351001634631e-03 
       2.060804729183e+02       6.417189323043e-04      -2.307810373110e+00       4.034872935415e-03       1.520788578559e-03       3.664831126308e-03       7.772687279976e-06       7.329940549860e-04      -1.731218633335e+00       4.045729999967e-03       5.514147346063e-01       5.897824294208e-01      -2.214314373920e+00       2.708511183995e-03       1.026717800190e-01      -2.214563189718e+00       2.712579887775e-03       1.019648619328e-01      -1.808860764291e+00       5.358740545708e-03 
