#scalar perturbations for mode k = 1.000000000000e-02 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_idr             17:theta_idr             18:shear_idr             19:delta_cdm             20:theta_cdm          
       7.648114012008e+01       1.989033361440e-04      -1.079340128538e-01      -2.441853674619e-04      -8.200296166582e-06      -2.050074041646e-05      -3.899665175921e-09      -4.100148083291e-06       1.973024684631e-02      -2.441201542585e-04      -6.109505719925e-03       3.270655674850e-03      -1.071070035792e-01      -2.661713107297e-04      -2.775122271805e-03       9.197373717738e-01       1.778471798382e-03       1.838705305531e-02       1.083122191693e-02      -2.484537034202e-05 
       7.774704429744e+01       2.025853179318e-04      -1.075983803154e-01      -2.474179290134e-04      -8.618902403086e-06      -2.154725600772e-05      -4.252212559498e-09      -4.309451201543e-06       1.998188649455e-02      -2.473492344028e-04      -6.080496756293e-03       3.250842331615e-03      -1.067337840551e-01      -2.699698314849e-04      -2.863233019469e-03       9.166343850583e-01       1.804394026682e-03       1.897368984424e-02       1.080343234753e-02      -2.515838436280e-05 
       7.917648729510e+01       2.067582232671e-04      -1.072134279638e-01      -2.510351262770e-04      -9.107489740141e-06      -2.276872435035e-05      -4.680294333563e-09      -4.553744870071e-06       2.027049966507e-02      -2.509623574476e-04      -6.048011145374e-03       3.228327453426e-03      -1.063052398618e-01      -2.742268495828e-04      -2.964121786184e-03       9.130775531248e-01       1.833460589227e-03       1.964557841878e-02       1.077210060486e-02      -2.550874547327e-05 
       8.060593029275e+01       2.109473124123e-04      -1.068222093688e-01      -2.546173394064e-04      -9.614011028093e-06      -2.403502757023e-05      -5.142822097213e-09      -4.807005514046e-06       2.056380658968e-02      -2.545403350196e-04      -6.015806706943e-03       3.205663950072e-03      -1.058692095397e-01      -2.784492688073e-04      -3.066473031101e-03       9.094649373368e-01       1.862306917306e-03       2.032739244918e-02       1.074082147046e-02      -2.585586461369e-05 
       8.203537329040e+01       2.151525853674e-04      -1.064247814402e-01      -2.581645595482e-04      -1.013883383423e-05      -2.534708458557e-05      -5.641960428747e-09      -5.069416917115e-06       2.086176434552e-02      -2.580831593976e-04      -5.983879950713e-03       3.182854132965e-03      -1.054257496679e-01      -2.826366584542e-04      -3.170268365342e-03       9.057969705024e-01       1.890929571408e-03       2.101901115015e-02       1.070959766929e-02      -2.619978072829e-05 
       8.346481628805e+01       2.193740421322e-04      -1.060212034270e-01      -2.616767770744e-04      -1.068225803728e-05      -2.670564509320e-05      -6.179914001963e-09      -5.341129018639e-06       2.116432825941e-02      -2.615908192866e-04      -5.952228502161e-03       3.159899835068e-03      -1.049749199669e-01      -2.867885880825e-04      -3.275489086702e-03       9.020740896288e-01       1.919325149415e-03       2.172031207471e-02       1.067843023801e-02      -2.654052828487e-05 
       8.489425928570e+01       2.236116827069e-04      -1.056115337394e-01      -2.651539876861e-04      -1.124458106517e-05      -2.811145266293e-05      -6.758979844145e-09      -5.622290532585e-06       2.147145429785e-02      -2.650633128797e-04      -5.920850126049e-03       3.136803247221e-03      -1.045167801186e-01      -2.909046332634e-04      -3.382116147911e-03       8.982967390299e-01       1.947490281394e-03       2.243117117011e-02       1.064732090337e-02      -2.687814291932e-05 
       8.632370228336e+01       2.278655070914e-04      -1.051958335379e-01      -2.685961857673e-04      -1.182609754006e-05      -2.956524385016e-05      -7.381549345316e-09      -5.913048770032e-06       2.178309636161e-02      -2.685006262670e-04      -5.889743446685e-03       3.113565988185e-03      -1.040513933556e-01      -2.949843689333e-04      -3.490130184009e-03       8.944653666639e-01       1.975421636779e-03       2.315146277496e-02       1.061626938326e-02      -2.721265470190e-05 
       8.775314528101e+01       2.321355152858e-04      -1.047741600202e-01      -2.720033767506e-04      -1.242709971087e-05      -3.106774927717e-05      -8.050110742979e-09      -6.213549855435e-06       2.209921131522e-02      -2.719027671269e-04      -5.858905833831e-03       3.090190376037e-03      -1.035788197463e-01      -2.990273820273e-04      -3.599511839468e-03       8.905804307738e-01       2.003115912268e-03       2.388105931698e-02       1.058527841573e-02      -2.754410072681e-05 
       8.929156447154e+01       2.367491368831e-04      -1.043137327755e-01      -2.756312164844e-04      -1.309602252438e-05      -3.274005631095e-05      -8.823992173238e-09      -6.548011262190e-06       2.244437267013e-02      -2.755249834838e-04      -5.826015350825e-03       3.064880269232e-03      -1.030622603377e-01      -3.033371221975e-04      -3.718738042494e-03       8.863400059960e-01       2.032652890628e-03       2.467652585944e-02       1.055199447313e-02      -2.789742908905e-05 
       9.082998366207e+01       2.413815039559e-04      -1.038465280903e-01      -2.792185268509e-04      -1.378820766279e-05      -3.447051915699e-05      -9.657499304424e-09      -6.894103831397e-06       2.279460829884e-02      -2.791064699610e-04      -5.793431528971e-03       3.039414379508e-03      -1.025375277344e-01      -3.076033439455e-04      -3.839501091140e-03       8.820386606663e-01       2.061907456999e-03       2.548245714867e-02       1.051878454225e-02      -2.824728716217e-05 
       9.236840285260e+01       2.460326165042e-04      -1.033726203195e-01      -2.827653222504e-04      -1.450400828804e-05      -3.626002072009e-05      -1.055412666175e-08      -7.252004144018e-06       2.314986212375e-02      -2.826472347059e-04      -5.761152486157e-03       3.013795000814e-03      -1.020047029527e-01      -3.118255446956e-04      -3.961775868672e-03       8.776769869256e-01       2.090875637754e-03       2.629868796429e-02       1.048564988907e-02      -2.859371386296e-05 
       9.390682204313e+01       2.507024745280e-04      -1.028920829795e-01      -2.862716232800e-04      -1.524377364498e-05      -3.810943411244e-05      -1.151751070751e-08      -7.621886822488e-06       2.351007868821e-02      -2.861472957541e-04      -5.729176306077e-03       2.988024668900e-03      -1.014638672293e-01      -3.160032299139e-04      -4.085536942391e-03       8.732555858191e-01       2.119553506759e-03       2.712505099386e-02       1.045259244196e-02      -2.893674915045e-05 
       9.544524123367e+01       2.553910780273e-04      -1.024049889151e-01      -2.897374563692e-04      -1.600784901567e-05      -4.001962253916e-05      -1.255143305816e-08      -8.003924507833e-06       2.387520303409e-02      -2.896066777957e-04      -5.697500906860e-03       2.962105948962e-03      -1.009151021840e-01      -3.201359129519e-04      -4.210758702952e-03       8.687750670192e-01       2.147937186246e-03       2.796137673183e-02       1.041961465891e-02      -2.927643378681e-05 
       9.698366042420e+01       2.600984270020e-04      -1.019114097690e-01      -2.931628549374e-04      -1.679657569005e-05      -4.199143922512e-05      -1.365982372254e-08      -8.398287845023e-06       2.424518110438e-02      -2.930254149497e-04      -5.666123749823e-03       2.936041563557e-03      -1.003584892844e-01      -3.242231163814e-04      -4.337415370970e-03       8.642360492444e-01       2.176022846178e-03       2.880749351152e-02       1.038671991773e-02      -2.961281061470e-05 
       9.852207961473e+01       2.648245214523e-04      -1.014114184237e-01      -2.965478541720e-04      -1.761029052292e-05      -4.402572630729e-05      -1.484676400067e-08      -8.805145261458e-06       2.461995791136e-02      -2.964035390222e-04      -5.635042855932e-03       2.909833962884e-03      -9.979411228367e-02      -3.282643668962e-04      -4.465480855348e-03       8.596391577046e-01       2.203806710050e-03       2.966322768603e-02       1.035391067708e-02      -2.994591939254e-05 
       1.001747615475e+02       2.699225218966e-04      -1.008672304429e-01      -3.001392999755e-04      -1.851266285704e-05      -4.628165714259e-05      -1.621421882729e-08      -9.256331428519e-06       2.502785412152e-02      -2.999873574043e-04      -5.601981583641e-03       2.881523110587e-03      -9.917926391904e-02      -3.325540403008e-04      -4.604597608722e-03       8.546370834742e-01       2.233313657275e-03       3.059303454917e-02       1.031876253538e-02      -3.030017228540e-05 
       1.018274434804e+02       2.750421557839e-04      -1.003158166220e-01      -3.036842228800e-04      -1.944466346641e-05      -4.861165866603e-05      -1.768267032135e-08      -9.722331733206e-06       2.544115689864e-02      -3.035244006346e-04      -5.569257825264e-03       2.853053054437e-03      -9.855565939504e-02      -3.367895737129e-04      -4.745276619160e-03       8.495697441953e-01       2.262463463638e-03       3.153351767937e-02       1.028371912936e-02      -3.065074729392e-05 
       1.034801254132e+02       2.801834231142e-04      -9.975726690751e-02      -3.071826835489e-04      -2.040669294758e-05      -5.101673236896e-05      -1.925778775099e-08      -1.020334647379e-05       2.585979836288e-02      -3.070147268215e-04      -5.536869376979e-03       2.824426934697e-03      -9.792340612698e-02      -3.409704075461e-04      -4.887484477815e-03       8.444379443100e-01       2.291251647677e-03       3.248445433060e-02       1.024878379882e-02      -3.099769242717e-05 
       1.051328073460e+02       2.853463238873e-04      -9.919167066241e-02      -3.106347492923e-04      -2.139914878835e-05      -5.349787197087e-05      -2.094546934893e-08      -1.069957439417e-05       2.628371106973e-02      -3.104584023048e-04      -5.504813964094e-03       2.795647938854e-03      -9.728261230929e-02      -3.450959927812e-04      -5.031187496934e-03       8.392424985014e-01       2.319673797833e-03       3.344561920541e-02       1.021396029508e-02      -3.134105621827e-05 
       1.067854892788e+02       2.905308581035e-04      -9.861911760624e-02      -3.140404919459e-04      -2.242243457472e-05      -5.605608643681e-05      -2.275185040707e-08      -1.121121728736e-05       2.671282730380e-02      -3.138554947024e-04      -5.473089348209e-03       2.766719169114e-03      -9.663338784657e-02      -3.491657890562e-04      -5.176351632649e-03       8.339842305835e-01       2.347725575279e-03       3.441678459136e-02       1.017925206606e-02      -3.168088571784e-05 
       1.084381712116e+02       2.957370257625e-04      -9.803969678928e-02      -3.173999899675e-04      -2.347691091838e-05      -5.869227729595e-05      -2.468323851388e-08      -1.173845545919e-05       2.714707984808e-02      -3.172060823315e-04      -5.441693457849e-03       2.737643846680e-03      -9.597584331844e-02      -3.531792669457e-04      -5.322942531611e-03       8.286639743566e-01       2.375402712534e-03       3.539772037407e-02       1.014466301572e-02      -3.201722866863e-05 
       1.100908531445e+02       3.009648268645e-04      -9.745349820483e-02      -3.207133247175e-04      -2.456296990865e-05      -6.140742477162e-05      -2.674624141985e-08      -1.228148495432e-05       2.758640077214e-02      -3.205102400210e-04      -5.410624332246e-03       2.708424982238e-03      -9.531009158210e-02      -3.571359044238e-04      -5.470925477137e-03       8.232825718225e-01       2.402701017882e-03       3.638819415141e-02       1.011019628521e-02      -3.235012985879e-05 
       1.119364602547e+02       3.068284621777e-04      -9.679096859064e-02      -3.243589878442e-04      -2.581360313764e-05      -6.453400784410e-05      -2.921403256915e-08      -1.290680156882e-05       2.808291347001e-02      -3.241453366936e-04      -5.376312088573e-03       2.675629466862e-03      -9.455706248022e-02      -3.614866115260e-04      -5.637785476319e-03       8.172017499639e-01       2.432733177464e-03       3.750527529013e-02       1.007185528292e-02      -3.271788070519e-05 
       1.137820673650e+02       3.127190764751e-04      -9.612022071273e-02      -3.279473234056e-04      -2.710462634827e-05      -6.776156587067e-05      -3.186441358524e-08      -1.355231317413e-05       2.858557005459e-02      -3.277227704395e-04      -5.342401855518e-03       2.642663353867e-03      -9.379409828586e-02      -3.657651025749e-04      -5.806288743318e-03       8.110469356211e-01       2.462282133769e-03       3.863362821690e-02       1.003367730527e-02      -3.308146159048e-05 
       1.156276744753e+02       3.186366697566e-04      -9.544137745819e-02      -3.314784717146e-04      -2.843658323260e-05      -7.109145808149e-05      -3.470776108549e-08      -1.421829161630e-05       2.909427773980e-02      -3.312426806971e-04      -5.308890594104e-03       2.609531119571e-03      -9.302135953275e-02      -3.699706992636e-04      -5.976385721834e-03       8.048193426841e-01       2.491342376010e-03       3.977291932429e-02       9.995668226260e-03      -3.344093692576e-05 
       1.174732815855e+02       3.245812420222e-04      -9.475456123112e-02      -3.349525814772e-04      -2.981005177121e-05      -7.452512942803e-05      -3.775499145139e-08      -1.490502588561e-05       2.960894410278e-02      -3.347052161391e-04      -5.275775218582e-03       2.576237262904e-03      -9.223900827606e-02      -3.741027399094e-04      -6.148026435113e-03       7.985201985861e-01       2.519908511600e-03       4.092281170944e-02       9.957834134169e-03      -3.379637103183e-05 
       1.193188886958e+02       3.305527932720e-04      -9.405989562343e-02      -3.383698053741e-04      -3.122568457892e-05      -7.806421144730e-05      -4.101771408997e-08      -1.561284228946e-05       3.012947582299e-02      -3.381105211460e-04      -5.243053026104e-03       2.542785963097e-03      -9.144720974258e-02      -3.781605752464e-04      -6.321160435273e-03       7.921507423199e-01       2.547975271727e-03       4.208296533461e-02       9.920180062935e-03      -3.414782377013e-05 
       1.211644958061e+02       3.365513235060e-04      -9.335750244134e-02      -3.417303075266e-04      -3.268428704518e-05      -8.171071761296e-05      -4.450852915874e-08      -1.634214352259e-05       3.065578090950e-02      -3.414587587261e-04      -5.210720536466e-03       2.509181698224e-03      -9.064612933627e-02      -3.821435760576e-04      -6.495736912906e-03       7.857122270952e-01       2.575537505046e-03       4.325303702844e-02       9.882712206686e-03      -3.449535802166e-05 
       1.230101029163e+02       3.425768327241e-04      -9.264750562167e-02      -3.450342535394e-04      -3.418696410924e-05      -8.546741027309e-05      -4.824160661063e-08      -1.709348205462e-05       3.118776575339e-02      -3.447500749118e-04      -5.178774594258e-03       2.475428407421e-03      -8.983593653336e-02      -3.860511232186e-04      -6.671704593872e-03       7.792059161038e-01       2.602590188926e-03       4.443268070102e-02       9.845434966879e-03      -3.483902958180e-05 
       1.249080415589e+02       3.488013304089e-04      -9.190957509931e-02      -3.483730858227e-04      -3.577999881272e-05      -8.944999703180e-05      -5.235099962163e-08      -1.788999940636e-05       3.174066165522e-02      -3.480755220004e-04      -5.146321131236e-03       2.440567192363e-03      -8.899344545020e-02      -3.899901453735e-04      -6.854058384751e-03       7.724457592338e-01       2.629873353468e-03       4.565538820739e-02       9.807305742275e-03      -3.518848053880e-05 
       1.268059802015e+02       3.550543587275e-04      -9.116386220122e-02      -3.516525084370e-04      -3.742450970438e-05      -9.356127426096e-05      -5.675826632285e-08      -1.871225485219e-05       3.229936854181e-02      -3.513411422992e-04      -5.114264304411e-03       2.405558062494e-03      -8.814168036709e-02      -3.938481166611e-04      -7.037772391297e-03       7.656166622641e-01       2.656607275707e-03       4.688746634675e-02       9.769392288393e-03      -3.553398023766e-05 
       1.287039188441e+02       3.613359176799e-04      -9.041049832016e-02      -3.548727371146e-04      -3.912579995129e-05      -9.781449987823e-05      -6.149627281127e-08      -1.956289997565e-05       3.286378703857e-02      -3.545471099990e-04      -5.082594968300e-03       2.370405652859e-03      -8.728082849052e-02      -3.976244251238e-04      -7.222789760112e-03       7.587200402036e-01       2.682786899712e-03       4.812852940425e-02       9.731701175541e-03      -3.587559294745e-05 
       1.306018574867e+02       3.676460072662e-04      -8.964961624823e-02      -3.580339876986e-04      -4.089095236593e-05      -1.022273809148e-04      -6.660285639201e-08      -2.044547618296e-05       3.343381664572e-02      -3.576935978592e-04      -5.051305923362e-03       2.335114175970e-03      -8.641108050414e-02      -4.013184728378e-04      -7.409053215083e-03       7.517573187246e-01       2.708407316188e-03       4.937818882178e-02       9.694237630803e-03      -3.621337715660e-05 
       1.324997961292e+02       3.739846274864e-04      -8.888134824655e-02      -3.611364606307e-04      -4.271847431848e-05      -1.067961857962e-04      -7.207960513739e-08      -2.135923715924e-05       3.400935726747e-02      -3.607808758449e-04      -5.020408743614e-03       2.299687846868e-03      -8.553262858109e-02      -4.049296810893e-04      -7.596505121498e-03       7.447299357413e-01       2.733463758565e-03       5.063605326741e-02       9.657006991065e-03      -3.654739059858e-05 
       1.343977347718e+02       3.803517783404e-04      -8.810582367542e-02      -3.641803664853e-04      -4.457791505581e-05      -1.114447876395e-04      -7.785196377400e-08      -2.228895752791e-05       3.459031113132e-02      -3.638092573041e-04      -4.989928155319e-03       2.264131441973e-03      -8.464566394700e-02      -4.084574974345e-04      -7.785087533018e-03       7.376393434361e-01       2.757951597166e-03       5.190172872297e-02       9.620016492709e-03      -3.687769717340e-05 
       1.362956734144e+02       3.867474598282e-04      -8.732317089174e-02      -3.671659674033e-04      -4.650181961899e-05      -1.162545490475e-04      -8.407169339501e-08      -2.325090980949e-05       3.517658127037e-02      -3.667789003322e-04      -4.959807822248e-03       2.228449828477e-03      -8.375037877817e-02      -4.119013905740e-04      -7.974742195227e-03       7.304870059470e-01       2.781866345507e-03       5.317481861585e-02       9.583273809729e-03      -3.720436169509e-05 
       1.382717345391e+02       3.934367151393e-04      -8.650086790767e-02      -3.702127867310e-04      -4.857928611699e-05      -1.214482152925e-04      -9.102788633144e-08      -2.428964305849e-05       3.579252676835e-02      -3.698085427016e-04      -4.928850094195e-03       2.191171211741e-03      -8.280961121152e-02      -4.153973083406e-04      -8.173279649323e-03       7.229762431987e-01       2.806151838164e-03       5.450775982389e-02       9.545288972035e-03      -3.754066614530e-05 
       1.402477956638e+02       4.001568981652e-04      -8.567112421594e-02      -3.731969575111e-04      -5.072036565978e-05      -1.268009141495e-04      -9.846899503229e-08      -2.536018282989e-05       3.641401833939e-02      -3.727749813931e-04      -4.898305581801e-03       2.153766518921e-03      -8.186025827751e-02      -4.188011307791e-04      -8.372849512704e-03       7.154018198010e-01       2.829806668506e-03       5.584785293641e-02       9.507586689476e-03      -3.787315168297e-05 
       1.422238567885e+02       4.069080089060e-04      -8.483408430874e-02      -3.761187507048e-04      -5.292480242319e-05      -1.323120060580e-04      -1.064179258523e-07      -2.646240121160e-05       3.704094652402e-02      -3.756785680241e-04      -4.868172594383e-03       2.116240802830e-03      -8.090254313965e-02      -4.221123223679e-04      -8.573385027103e-03       7.077654236206e-01       2.852826284428e-03       5.719464244594e-02       9.470174627846e-03      -3.820188482039e-05 
       1.441999179132e+02       4.136900473616e-04      -8.398989126860e-02      -3.789784575796e-04      -5.519269526086e-05      -1.379817381521e-04      -1.148997112459e-07      -2.759634763043e-05       3.767320309712e-02      -3.785196300164e-04      -4.838448529439e-03       2.078599286280e-03      -7.993668965017e-02      -4.253303737107e-04      -8.774819139643e-03       7.000687549790e-01       2.875206305903e-03       5.854767043460e-02       9.433061102013e-03      -3.852693385640e-05 
       1.461759790380e+02       4.205030135320e-04      -8.313868775128e-02      -3.817763875423e-04      -5.752450411368e-05      -1.438112602842e-04      -1.239416709828e-07      -2.876225205684e-05       3.831068023669e-02      -3.812984575683e-04      -4.809130576700e-03       2.040847103699e-03      -7.896292331989e-02      -4.284547985121e-04      -8.977084523912e-03       6.923135251593e-01       2.896942529166e-03       5.990647672322e-02       9.396254300320e-03      -3.884836572665e-05 
       1.481520401627e+02       4.273469074173e-04      -8.228061598667e-02      -3.845128613612e-04      -5.991970608559e-05      -1.497992652140e-04      -1.335728772899e-07      -2.995985304279e-05       3.895327035950e-02      -3.840153269891e-04      -4.780214750608e-03       2.002989283855e-03      -7.798147132130e-02      -4.314851335344e-04      -9.180113601519e-03       6.845014558760e-01       2.918030927849e-03       6.127059902064e-02       9.359762233817e-03      -3.916624584201e-05 
       1.501281012874e+02       4.342217290175e-04      -8.141581760996e-02      -3.871881988034e-04      -6.238713128397e-05      -1.559678282099e-04      -1.438527765060e-07      -3.119356564198e-05       3.960086621644e-02      -3.866705462260e-04      -4.751694176361e-03       1.965030789950e-03      -7.699256228132e-02      -4.344209391636e-04      -9.383838559830e-03       6.766342789533e-01       2.938467653455e-03       6.263957307761e-02       9.323592842968e-03      -3.948063854253e-05 
       1.522604303947e+02       4.416749083205e-04      -8.047524707099e-02      -3.900068941673e-04      -6.512640820603e-05      -1.628160205151e-04      -1.556938383472e-07      -3.256320410302e-05       4.030516668838e-02      -3.894669692993e-04      -4.721361262230e-03       1.923963290207e-03      -7.591734945569e-02      -4.374823941866e-04      -9.604376475865e-03       6.680851500053e-01       2.959785291934e-03       6.412171217769e-02       9.284934369673e-03      -3.981605510334e-05 
       1.543927595019e+02       4.491641003129e-04      -7.952718381240e-02      -3.927551906277e-04      -6.794766819458e-05      -1.698691704864e-04      -1.683617123976e-07      -3.397383409729e-05       4.101503856476e-02      -3.921924159241e-04      -4.691483429652e-03       1.882790549139e-03      -7.483401129484e-02      -4.404328048642e-04      -9.825559746569e-03       6.594760817878e-01       2.980335463487e-03       6.560837027858e-02       9.246671214848e-03      -4.014756501054e-05 
       1.565250886092e+02       4.566893049946e-04      -7.857180272943e-02      -3.954335172965e-04      -7.085378506401e-05      -1.771344626600e-04      -1.819134466796e-07      -3.542689253201e-05       4.173034944806e-02      -3.948472958382e-04      -4.662055296182e-03       1.841518732681e-03      -7.374283951065e-02      -4.432717144313e-04      -1.004730241767e-02       6.508092868811e-01       3.000114033964e-03       6.709895760704e-02       9.208813624505e-03      -4.047524713419e-05 
       1.586574177165e+02       4.642505223656e-04      -7.760927786573e-02      -3.980423138089e-04      -7.384823703711e-05      -1.846205925928e-04      -1.964132934584e-07      -3.692411851855e-05       4.245096752063e-02      -3.974320147674e-04      -4.633071299104e-03       1.800153909447e-03      -7.264412745219e-02      -4.459986984950e-04      -1.026951833838e-02       6.420869888858e-01       3.019117114987e-03       6.859288258982e-02       9.171371722688e-03      -4.079917870429e-05 
       1.607897468238e+02       4.718477524260e-04      -7.663978226313e-02      -4.005820274943e-04      -7.693531017237e-05      -1.923382754309e-04      -2.119347905378e-07      -3.846765508618e-05       4.317676161526e-02      -3.999469852984e-04      -4.604525267219e-03       1.758702078881e-03      -7.153816989547e-02      -4.486133656629e-04      -1.049212119328e-02       6.333114218403e-01       3.037341064376e-03       7.008955207689e-02       9.134355596497e-03      -4.111943582977e-05 
       1.629220759311e+02       4.794809951756e-04      -7.566348793770e-02      -4.030531136805e-04      -8.012035097771e-05      -2.003008774443e-04      -2.285635048912e-07      -4.006017548886e-05       4.390760124505e-02      -4.023926249753e-04      -4.576410409504e-03       1.717169175407e-03      -7.042526294286e-02      -4.511153575869e-04      -1.071502453138e-02       6.244848295267e-01       3.054782487055e-03       7.158837156793e-02       9.097775298634e-03      -4.143609344442e-05 
       1.650544050384e+02       4.871502506146e-04      -7.468056591617e-02      -4.054560375543e-04      -8.341008786878e-05      -2.085252196720e-04      -2.464004867784e-07      -4.170504393439e-05       4.464335658305e-02      -4.047693479924e-04      -4.548719265318e-03       1.675561056656e-03      -6.930570398422e-02      -4.535043488244e-04      -1.093814179564e-02       6.156094647115e-01       3.071438236056e-03       7.308874543892e-02       9.061640803551e-03      -4.174922508120e-05 
       1.673981400177e+02       4.956214056656e-04      -7.359275062590e-02      -4.080191280873e-04      -8.715683071633e-05      -2.178920767908e-04      -2.675436859383e-07      -4.357841535817e-05       4.545757396326e-02      -4.073026868476e-04      -4.518761629020e-03       1.629747874882e-03      -6.806783038756e-02      -4.559994835965e-04      -1.118352316068e-02       6.058005974494e-01       3.088835466156e-03       7.473895338292e-02       9.022449848471e-03      -4.208941968438e-05 
       1.697418749970e+02       5.041360682124e-04      -7.249735824169e-02      -4.105010902182e-04      -9.105401007183e-05      -2.276350251796e-04      -2.904828387142e-07      -4.552700503591e-05       4.627740316489e-02      -4.097537885790e-04      -4.489294011396e-03       1.583858299656e-03      -6.682267943534e-02      -4.583574047701e-04      -1.142894321932e-02       5.959385517719e-01       3.105276515339e-03       7.638952547064e-02       8.983822236550e-03      -4.242553468854e-05 
       1.720856099763e+02       5.126942382551e-04      -7.139461178216e-02      -4.129025855371e-04      -9.511578461983e-05      -2.377894615496e-04      -3.154407052242e-07      -4.755789230992e-05       4.710267415568e-02      -4.121231647117e-04      -4.460303413776e-03       1.537899698394e-03      -6.557065091473e-02      -4.605778172609e-04      -1.167428686811e-02       5.860263501950e-01       3.120758248669e-03       7.803966803503e-02       8.945770620141e-03      -4.275766078670e-05 
       1.744293449556e+02       5.212959157936e-04      -7.028473295636e-02      -4.152242690819e-04      -9.937070710185e-05      -2.484267677546e-04      -3.427080256887e-07      -4.968535355092e-05       4.793321757543e-02      -4.144113680248e-04      -4.431778743059e-03       1.491879255424e-03      -6.431214621353e-02      -4.626604733217e-04      -1.191943903655e-02       5.760670237062e-01       3.135277897722e-03       7.968858715427e-02       8.908307296235e-03      -4.308588559300e-05 
       1.767730799349e+02       5.299411008280e-04      -6.916794191850e-02      -4.174667697286e-04      -1.038219225789e-04      -2.595548064473e-04      -3.724410995543e-07      -5.191096128947e-05       4.876886510514e-02      -4.166190479292e-04      -4.403722697897e-03       1.445804033469e-03      -6.304756788028e-02      -4.646051733448e-04      -1.216428474533e-02       5.660636109103e-01       3.148833060340e-03       8.133548900546e-02       8.871444418109e-03      -4.341029440389e-05 
       1.791168149142e+02       5.386297933583e-04      -6.804445682018e-02      -4.196306704636e-04      -1.084671802973e-04      -2.711679507432e-04      -4.047083467048e-07      -5.423359014865e-05       4.960945019534e-02      -4.187470129161e-04      -4.376148940270e-03       1.399681120736e-03      -6.177731890729e-02      -4.664117680545e-04      -1.240870915164e-02       5.560191574510e-01       3.161421698821e-03       8.297958023110e-02       8.835194414821e-03      -4.373097236940e-05 
       1.814605498936e+02       5.473619933845e-04      -6.691449331451e-02      -4.217164824727e-04      -1.132742846503e-04      -2.831857116257e-04      -4.392943639187e-07      -5.663714232514e-05       5.045480904922e-02      -4.207963101412e-04      -4.349092130716e-03       1.353517806060e-03      -6.050180188664e-02      -4.680801610923e-04      -1.265259759718e-02       5.459367155576e-01       3.173042137552e-03       8.462006830222e-02       8.799570505867e-03      -4.404800707848e-05 
       1.838637182707e+02       5.563608045447e-04      -6.574937113595e-02      -4.237745643807e-04      -1.182868287934e-04      -2.957170719835e-04      -4.764966888125e-07      -5.914341439669e-05       5.132639457105e-02      -4.228172521890e-04      -4.321941693356e-03       1.306150025767e-03      -5.918888951582e-02      -4.696473181318e-04      -1.290199433933e-02       5.355623562607e-01       3.183950535784e-03       8.629758653880e-02       8.763708856176e-03      -4.436939689549e-05 
       1.862668866477e+02       5.654053577403e-04      -6.457788523129e-02      -4.257515133972e-04      -1.232474771433e-04      -3.081186928582e-04      -5.144515100033e-07      -6.162373857164e-05       5.220266484979e-02      -4.247582867223e-04      -4.295439022526e-03       1.258757043773e-03      -5.787128918459e-02      -4.710691593119e-04      -1.315058430113e-02       5.251545777551e-01       3.193838589204e-03       8.796963315589e-02       8.728539638628e-03      -4.468716915872e-05 
       1.886700550248e+02       5.744956529713e-04      -6.340025492340e-02      -4.276480658081e-04      -1.280501562469e-04      -3.201253906172e-04      -5.525692117216e-07      -6.402507812343e-05       5.308345877974e-02      -4.266203617651e-04      -4.269572372316e-03       1.211348742122e-03      -5.654942684269e-02      -4.723457775843e-04      -1.339824486483e-02       5.147166901358e-01       3.202705653281e-03       8.963535883602e-02       8.694083966868e-03      -4.500145003764e-05 
       1.910732234019e+02       5.836316902376e-04      -6.221669744088e-02      -4.294652450323e-04      -1.327518603654e-04      -3.318796509136e-04      -5.914854519223e-07      -6.637593018272e-05       5.396861635145e-02      -4.284037429725e-04      -4.244267358527e-03       1.163934900322e-03      -5.522372871131e-02      -4.734773206972e-04      -1.364485381912e-02       5.042520042598e-01       3.210551486408e-03       9.129391680667e-02       8.660362763972e-03      -4.531236494115e-05 
       1.934763917790e+02       5.928134695393e-04      -6.102743134234e-02      -4.312041241080e-04      -1.374971568909e-04      -3.437428922271e-04      -6.323046880916e-07      -6.874857844543e-05       5.485797427003e-02      -4.301085123501e-04      -4.219461705023e-03       1.116524095754e-03      -5.389462523940e-02      -4.744639751440e-04      -1.389028946887e-02       4.937638263250e-01       3.217376265211e-03       9.294446319044e-02       8.627393661894e-03      -4.562002258330e-05 
       1.958795601561e+02       6.020409908764e-04      -5.983267641530e-02      -4.328656120441e-04      -1.423514452484e-04      -3.558786131210e-04      -6.755959443314e-07      -7.117572262420e-05       5.575136606924e-02      -4.317350782278e-04      -4.195130698142e-03       1.069123624773e-03      -5.256255079966e-02      -4.753059656315e-04      -1.413443078028e-02       4.832554567110e-01       3.223180584136e-03       9.458615731814e-02       8.595191096401e-03      -4.592451460704e-05 
